family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
all,stale,252,12.032203516424243,0.0,0.0,0.6031746031746031,0.6944444444444444,0.6031746031746031,0.7857142857142857,100,0.0,0.0
all,isomer,252,2.2162719188290843,81.580498403274,0.8492063492063492,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9166666666666666,100,0.87,0.07236842105263158
all,oasis,252,3.0369919892617596,74.75946957582464,0.7579365079365079,0.8492063492063492,0.876984126984127,0.8492063492063492,0.9126984126984127,100,0.87,0.16447368421052633
all,oasis_projected,252,2.2212037176599178,81.53951007703682,0.8492063492063492,0.9126984126984127,0.9126984126984127,0.9126984126984127,0.9246031746031746,100,0.87,0.05921052631578947
all,hybrid,252,2.2162719188290843,81.580498403274,0.8492063492063492,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9166666666666666,100,0.87,0.07236842105263158
all,aggressive_hybrid,252,2.2162719188290843,81.580498403274,0.8492063492063492,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9166666666666666,100,0.87,0.07236842105263158
all,fresh,252,1.2034710969455058,89.99791604835524,0.9246031746031746,1.0,1.0,1.0,1.0,100,1.0,0.0
scan,stale,84,12.724557311447182,0.0,0.0,0.7261904761904762,0.7261904761904762,0.7261904761904762,1.0,23,0.0,0.0
scan,isomer,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,23,0.9130434782608695,0.01639344262295082
scan,oasis,84,3.170430547384537,75.0841583735697,0.7619047619047619,0.8928571428571429,0.8928571428571429,0.8928571428571429,1.0,23,0.9130434782608695,0.11475409836065574
scan,oasis_projected,84,2.332897416562415,81.66618013136137,0.8452380952380952,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,23,0.9130434782608695,0.01639344262295082
scan,hybrid,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,23,0.9130434782608695,0.01639344262295082
scan,aggressive_hybrid,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,23,0.9130434782608695,0.01639344262295082
scan,fresh,84,1.2192155358603323,90.41840508853295,0.9285714285714286,1.0,1.0,1.0,1.0,23,1.0,0.0
join,stale,84,12.724557311447182,0.0,0.0,0.4166666666666667,0.6309523809523809,0.4166666666666667,0.6309523809523809,49,0.0,0.0
join,isomer,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,49,0.8571428571428571,0.14285714285714285
join,oasis,84,3.170430547384537,75.0841583735697,0.7619047619047619,0.7976190476190477,0.8690476190476191,0.7976190476190477,0.8690476190476191,49,0.8367346938775511,0.2571428571428571
join,oasis_projected,84,2.332897416562415,81.66618013136137,0.8452380952380952,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,49,0.8571428571428571,0.14285714285714285
join,hybrid,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,49,0.8571428571428571,0.14285714285714285
join,aggressive_hybrid,84,2.3270423169288517,81.71219430293726,0.8452380952380952,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,49,0.8571428571428571,0.14285714285714285
join,fresh,84,1.2192155358603323,90.41840508853295,0.9285714285714286,1.0,1.0,1.0,1.0,49,1.0,0.0
join_dim_filter,stale,84,10.758460831352457,0.0,0.0,0.6666666666666666,0.7261904761904762,0.6666666666666666,0.7261904761904762,28,0.0,0.0
join_dim_filter,isomer,84,2.0102985965745606,81.31425463095873,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,28,0.8571428571428571,0.08928571428571429
join_dim_filter,oasis,84,2.786727167382511,74.0973433740504,0.75,0.8571428571428571,0.8690476190476191,0.8571428571428571,0.8690476190476191,28,0.8928571428571429,0.16071428571428573
join_dim_filter,oasis_projected,84,2.013603190636495,81.28353839641797,0.8571428571428571,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,28,0.8571428571428571,0.05357142857142857
join_dim_filter,hybrid,84,2.0102985965745606,81.31425463095873,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,28,0.8571428571428571,0.08928571428571429
join_dim_filter,aggressive_hybrid,84,2.0102985965745606,81.31425463095873,0.8571428571428571,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429,28,0.8571428571428571,0.08928571428571429
join_dim_filter,fresh,84,1.172589544838763,89.10076856513167,0.9166666666666666,1.0,1.0,1.0,1.0,28,1.0,0.0
