estimator,correlation,drift_q,n,stale_qerr_gm,isomer_qerr_gm,oasis_qerr_gm,oasis_projected_qerr_gm,hybrid_qerr_gm,fresh_qerr_gm,stale_marginal_qerr_gm,isomer_marginal_qerr_gm,oasis_marginal_qerr_gm,oasis_projected_marginal_qerr_gm,hybrid_marginal_qerr_gm,fresh_marginal_qerr_gm,oasis_improvement_pct,isomer_improvement_pct,oasis_projected_improvement_pct,hybrid_improvement_pct,oasis_recovery_pct,oasis_marginal_improvement_pct,oasis_projected_marginal_improvement_pct,hybrid_marginal_improvement_pct,marginal_joint_log_improvement_corr,hybrid_choice_stale_frac,hybrid_choice_isomer_frac,hybrid_choice_oasis_frac,hybrid_choice_oasis_projected_frac
independence,0.3,5,400,1.7707385509637834,1.1617320803348894,1.618187298147326,1.1676752896099298,1.1678431409542955,1.1271610951991138,1.359220568160293,1.0438743439064535,1.3428817896148542,1.0480364790404608,1.042889198548562,1.0142395500986139,8.61512009965708,34.392794481004664,34.057159992683076,34.04768082116595,23.70363527342687,1.202069695542741,22.89430401579489,23.272997556230766,0.8376151729080404,0.0,0.45,0.05,0.5
independence,0.3,10,396,1.9570343963621941,1.137755586773792,1.8095904335353352,1.1428900381247962,1.109101937498455,1.065442132225624,1.5077324081156083,1.0532396588693653,1.4632018661640707,1.0617719021525855,1.0433732997368514,1.0132805485807241,7.534050658533801,41.86328104969984,41.60092228070997,43.32741726154157,16.537151426458998,2.9534777996310826,29.578226452026218,30.79850946224081,0.881065069562167,0.0,0.25,0.0,0.75
independence,0.3,20,400,1.9145447761891496,1.1526860710979756,1.7882887868507427,1.1256307554905434,1.1168589433242135,1.06648770024479,1.4797160932592568,1.068898103529187,1.420578415805173,1.060592173042631,1.0514613827724768,1.0157766356868423,6.5945696809304275,39.79320382402513,41.206349964241554,41.66451695387916,14.887675950090243,3.9965556719617545,28.324617277997817,28.941680937151688,0.893937713662339,0.0,0.45,0.0,0.55
independence,0.5,1,400,1.5320335933585074,1.3121926218219262,1.2808215293923746,1.3092998389303268,1.3121477335571667,1.3279181673886935,1.1245858458329854,1.0402279659041112,1.1440688065980014,1.0479093275901405,1.0408206186216187,1.0358582766545334,16.39729474961632,14.349618212656043,14.538438020794711,14.352548191799716,123.07353193544711,-1.7324565160772478,6.818200542622891,7.448540057813145,0.6111633884723094,0.0,0.9,0.0,0.1
independence,0.5,5,399,1.8211749145286593,1.1578359043842206,1.5544196645271358,1.203333735433933,1.1764904620308767,1.1466882034105956,1.376773758679597,1.0482114169128947,1.349204263374145,1.0585530602210895,1.0494900091958521,1.016216145382752,14.647426113408926,36.423684779126134,33.92541672772988,35.39937033805642,39.54937074436002,2.0024710037975035,23.113506954381442,23.771788750362894,0.8412705697368419,0.0,0.6491228070175439,0.0,0.3508771929824561
independence,0.5,10,399,2.102516906926765,1.1469986424923493,2.1204004104926275,1.1616165460066505,1.15902599549502,1.0891821856205042,1.5557556221755051,1.0608815289111482,1.5568299414740494,1.064324667418802,1.0639214824864431,1.0156373577627493,-0.8505759695413274,45.446400991423666,44.751143632677,44.87435550807719,-1.764817013553976,-0.06905450208446018,31.587927290888146,31.61384298912584,0.8681866733496627,0.0,0.2506265664160401,0.0,0.7493734335839599
independence,0.5,20,400,2.014607758530822,1.1515078540887638,1.821918259239627,1.1943951165872342,1.148208913865754,1.0852964784008328,1.5112021235081523,1.0706602332479802,1.478334598000153,1.0890054142508427,1.0625584614341563,1.016290829680539,9.56461616288603,42.84208182894543,40.71326730825946,43.00583282260861,20.73465623534045,2.174925841931694,27.93780545233809,29.68786604352437,0.8610106994489497,0.0,0.45,0.0,0.55
independence,0.7,1,396,1.6674272090698643,1.45910569401171,1.3187547734426401,1.4422197793156475,1.456387681237973,1.4690440251892172,1.1199006837934955,1.0416274198564164,1.1752378238926628,1.0570954015803473,1.0427400376555667,1.0357623984298558,20.910804005754652,12.493589760620596,13.50628252491115,12.6565961430853,175.75705198732734,-4.941254246914208,5.608111783663237,6.889954373146619,0.2974270314200223,0.0,0.797979797979798,0.0,0.20202020202020202
independence,0.7,5,399,1.8037487626984992,1.217135473627867,1.5513849286636938,1.2419645908919899,1.2250999147216437,1.1943686935585092,1.3470249484527779,1.057634196323061,1.3224498966730087,1.0626342999657759,1.055539432737967,1.0122547488085891,13.991074547280983,32.52189557668935,31.145366994794323,32.08034621801584,41.41320775242339,1.824394700929377,21.112500463607546,21.639206909242287,0.8094191832176567,0.0,0.5989974937343359,0.0,0.40100250626566414
independence,0.7,10,399,1.9706071090591648,1.1445629185550605,1.916893762226711,1.132993901212488,1.128244938018051,1.0986957621092073,1.5120994008561741,1.048695958739195,1.456525828617577,1.0436031335655562,1.0405503183958684,1.0155401226122291,2.7257258225409706,41.91825893181142,42.505337771088314,42.74632762505796,6.160413787519683,3.675259193088128,30.98316598930917,31.185058481823834,0.8901757343119988,0.0,0.3007518796992481,0.0,0.6992481203007519
