estimator,stale_qerr_gm,isomer_qerr_gm,oasis_qerr_gm,oasis_projected_qerr_gm,oasis_soft_projection_qerr_gm,hybrid_qerr_gm,aggressive_hybrid_qerr_gm,fresh_qerr_gm,oasis_improvement_pct,isomer_improvement_pct,oasis_projected_improvement_pct,oasis_soft_projection_improvement_pct,hybrid_improvement_pct,aggressive_hybrid_improvement_pct,stale_marginal_qerr_gm,stale_worse_than_stale_frac,isomer_marginal_qerr_gm,isomer_worse_than_stale_frac,oasis_marginal_qerr_gm,oasis_worse_than_stale_frac,oasis_projected_marginal_qerr_gm,oasis_projected_worse_than_stale_frac,oasis_soft_projection_marginal_qerr_gm,oasis_soft_projection_worse_than_stale_frac,hybrid_marginal_qerr_gm,hybrid_worse_than_stale_frac,aggressive_hybrid_marginal_qerr_gm,aggressive_hybrid_worse_than_stale_frac,fresh_marginal_qerr_gm,fresh_worse_than_stale_frac
independence,1.9241104692916955,1.1914790325123397,1.798001232793917,1.1913045808608769,1.2219727816899055,1.1846238903711583,1.1845309308768934,1.138207737045165,6.554157804889544,38.07637079429501,38.08543740737399,36.491547590833555,38.43264670727338,38.43747800442333,1.456116120783648,0.0,1.0610813527112735,0.16717748676511562,1.420640642159988,0.5254945667316802,1.0612740547257271,0.18779604346614656,1.0809824462544053,0.19949846753970465,1.054328140778978,0.17358595709111174,1.0542999024536923,0.1733073279465032,1.015340727417138,0.1284480356645305
ipf_sinkhorn,1.668288090607243,1.3021136817031498,1.563814381412712,1.2801951165317833,1.2839133735684347,1.2738595730829407,1.2738974776527252,1.2481281772391823,6.262330216389879,21.949111245576823,23.262946985025657,23.040068391239256,23.642710137715696,23.640438073915814,1.456116120783648,0.0,1.0610813527112735,0.27556422401783226,1.420640642159988,0.48815826135413765,1.0612740547257271,0.2407355809417665,1.0809824462544053,0.25828921705210367,1.054328140778978,0.23989969350794094,1.0542999024536923,0.23989969350794094,1.015340727417138,0.23794928949568125
gaussian_copula,1.644614355883947,1.2512112979484074,1.5576373259037994,1.2238008734602592,1.2392225131321506,1.216170728893484,1.2161342665220691,1.1816287584876217,5.288597273212976,23.920687334879396,25.587365263968465,24.649659739465577,26.051312604539632,26.053529681831,1.456116120783648,0.0,1.0610813527112735,0.229869044302034,1.420640642159988,0.49456673168013376,1.0612740547257271,0.20590693786570075,1.0809824462544053,0.21983839509612704,1.054328140778978,0.19810532181666202,1.0542999024536923,0.1978266926720535,1.015340727417138,0.18361660629701868
clayton_copula,1.8358298791790126,1.3102646801968625,1.5707223067017095,1.2558404219423307,1.2727574876474654,1.2505931609651626,1.2505455436564343,1.2224490247460078,14.440748322271551,28.62820814405658,31.592767053996013,30.6712728623501,31.87859206625231,31.881185841921194,1.456116120783648,0.0,1.0610813527112735,0.22206742825299527,1.420640642159988,0.47311228754527723,1.0612740547257271,0.1933686263583171,1.0809824462544053,0.21259403733630539,1.054328140778978,0.18640289774310392,1.0542999024536923,0.18668152688771245,1.015340727417138,0.18361660629701868
gumbel_copula,1.6392628937877434,1.25424667182588,1.5345786237320258,1.233792360797714,1.245128432420121,1.2258784363467543,1.2258545140550974,1.192171379833304,6.38605744401559,23.48715531968336,24.734930225446252,24.043395532300508,25.217703579308576,25.219162911533292,1.456116120783648,0.0,1.0610813527112735,0.24463638896628587,1.420640642159988,0.4786848704374478,1.0612740547257271,0.22429646140986348,1.0809824462544053,0.23878517692950682,1.054328140778978,0.2201170242407356,1.0542999024536923,0.21983839509612704,1.015340727417138,0.2031206464196155
frank_copula,1.6207088845800761,1.2908634001763537,1.5523676916284614,1.2603717661703011,1.2734569038929504,1.2534031157701833,1.253376495188245,1.2209122188368904,4.216746980400604,20.35192671194525,22.233303083492256,21.42593182470881,22.66327853845642,22.664921065513045,1.456116120783648,0.0,1.0610813527112735,0.25299526330454164,1.420640642159988,0.49568124825856785,1.0612740547257271,0.23042630259125105,1.0809824462544053,0.24547227640011146,1.054328140778978,0.2215101699637782,1.0542999024536923,0.22178879910838672,1.015340727417138,0.21203677904708831
