q,source,label,none_qerr,none_resid,none_qmae,hard_qerr,hard_resid,hard_qmae,router_qerr,router_resid,router_qmae,cases
1,stale,Stale prior,1.224238700224378,0.03418781915598069,0.04278737934027778,1.1398680370498697,0.022549491253906855,0.023454279589825624,1.1378960893744479,0.020017191877555848,0.022713196316171167,128
1,lininterp,LinInterp,1.2102868611271045,0.03440149198867817,0.043538457515741785,1.143843892200246,0.022673102498395464,0.024307251640131304,1.1376539359545046,0.019910394518110237,0.02347615631505427,128
1,feedavg,FeedAvg,1.239723336860914,0.03600440737620575,0.04499555091646471,1.1437070074714055,0.02261283069170725,0.023460627492160664,1.139216246377547,0.01994771463530257,0.022521733871532317,128
1,stholes,STHoles,1.1458715851745866,0.03015325023649799,0.024616349244182885,1.1457959558911923,0.022736236993953482,0.023415687907372137,1.1435140722957509,0.019922859658373388,0.023352445010253985,128
1,quicksel_h,QuickSel-H,1.1803311844251196,0.02781565441447789,0.03555676155828055,1.1517276783176096,0.023114244264051023,0.026448583764165437,1.1478361596255684,0.01997267299038972,0.024886036551740317,128
1,oasis_mlp,OASIS MLP,1.184126375417383,0.035392741204734256,0.03192757084837804,1.1402930835489253,0.024023455585303593,0.024241477726582437,1.1350795979662969,0.020318281740064982,0.02260336811486612,128
3,stale,Stale prior,1.664917806410512,0.06292911390756266,0.10596578645833334,1.2961882377094818,0.033537679924475,0.04667224146418148,1.2733460366382157,0.028853402593912402,0.04398759952327761,128
3,lininterp,LinInterp,1.5506973949272127,0.05699990850674171,0.09738309700514174,1.28123261512461,0.03346197571841443,0.04582587777812852,1.2695772800308105,0.02868838955756903,0.04397661955005783,128
3,feedavg,FeedAvg,1.6977327253155516,0.06561950745133618,0.10968181400829234,1.3049538016080895,0.033593713679591256,0.04758390679090151,1.2777495856243268,0.02869515720527502,0.04463617091363238,128
3,stholes,STHoles,1.3436404993632272,0.04024465009369549,0.05226625085204673,1.2830104113399639,0.0338888302527987,0.043525317209884104,1.2729878753490422,0.028712211610182743,0.042888331090121135,128
