family,method,n_configs,row_qerr_gm_mean,row_qerr_gm_std,qerr_improvement_pct_mean,qerr_improvement_pct_std,fresh_plan_match_frac_mean,fresh_plan_match_frac_std,plan_recovery_frac_mean,plan_recovery_frac_std,new_plan_deviation_frac_mean,new_plan_deviation_frac_std,stale_fresh_changed_queries_mean
all,stale,6,16.48505181407773,10.473442652998349,0.0,0.0,0.6051587301587301,0.1320123050221027,0.0,0.0,0.0,0.0,33.166666666666664
all,isomer,6,2.324953662106235,0.6769170068260896,65.58254837158556,39.24935196836125,0.9027777777777777,0.04013629463012787,0.8666056166056165,0.06876535850967153,0.0715524411176585,0.04111334331421459,33.166666666666664
all,oasis,6,3.150126575613214,0.6861352848826097,55.155268791634455,49.816931055566606,0.8492063492063492,0.05667800340113371,0.8762129683182315,0.05733492778709651,0.15519456389021605,0.06673175816779323,33.166666666666664
all,oasis_projected,6,2.3255288456549956,0.6696214727174795,65.6347776870323,39.14140469285458,0.9107142857142857,0.05202803186526704,0.8658826553563396,0.0901623839492515,0.056289041071649774,0.05264731275433231,33.166666666666664
all,oasis_soft_projection,6,2.373487905181658,0.6890534004662142,64.92676235928639,39.94238023483386,0.9067460317460317,0.0545111581634761,0.8658826553563396,0.0901623839492515,0.06361593318115057,0.047930707694481045,33.166666666666664
all,hybrid,6,2.324953662106235,0.6769170068260896,65.58254837158556,39.24935196836125,0.9027777777777777,0.04013629463012787,0.8666056166056165,0.06876535850967153,0.0715524411176585,0.04111334331421459,33.166666666666664
all,aggressive_hybrid,6,2.324953662106235,0.6769170068260896,65.58254837158556,39.24935196836125,0.9027777777777777,0.04013629463012787,0.8666056166056165,0.06876535850967153,0.0715524411176585,0.04111334331421459,33.166666666666664
all,fresh,6,1.2276672951043661,0.09937561243188019,83.82966215654794,16.96968982010672,1.0,0.0,1.0,0.0,0.0,0.0,33.166666666666664
scan,stale,6,17.36404671465691,11.004136048954846,0.0,0.0,0.7321428571428572,0.07405871911902753,0.0,0.0,0.0,0.0,7.5
scan,isomer,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.9642857142857143,0.03194382824999698,0.9481481481481482,0.08510463180056338,0.021739130434782608,0.036376522892785895,7.5
scan,oasis,6,3.288033091764387,0.8018692422069487,53.871508635736696,52.40104950695852,0.8928571428571428,0.05976143046671971,0.9481481481481482,0.08510463180056338,0.11794643613865581,0.0670262135785373,7.5
scan,oasis_projected,6,2.435980515742642,0.7584173197581559,64.53738726562142,41.244557285090735,0.9642857142857143,0.03194382824999698,0.9481481481481482,0.08510463180056338,0.021739130434782608,0.036376522892785895,7.5
scan,oasis_soft_projection,6,2.4875670090263555,0.7794161108741887,63.79508022314988,42.09677487825912,0.9642857142857143,0.03194382824999698,0.9481481481481482,0.08510463180056338,0.021739130434782608,0.036376522892785895,7.5
scan,hybrid,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.9642857142857143,0.03194382824999698,0.9481481481481482,0.08510463180056338,0.021739130434782608,0.036376522892785895,7.5
scan,aggressive_hybrid,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.9642857142857143,0.03194382824999698,0.9481481481481482,0.08510463180056338,0.021739130434782608,0.036376522892785895,7.5
scan,fresh,6,1.236970442690968,0.11510986953415504,84.11062236011553,16.967192447795625,1.0,0.0,1.0,0.0,0.0,0.0,7.5
join,stale,6,17.36404671465691,11.004136048954846,0.0,0.0,0.4166666666666667,0.21269248984883138,0.0,0.0,0.0,0.0,16.333333333333332
join,isomer,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.8511904761904762,0.061514336584589616,0.8367003367003368,0.0912824357691984,0.1502923976608187,0.043083185467317583,16.333333333333332
join,oasis,6,3.288033091764387,0.8018692422069487,53.871508635736696,52.40104950695852,0.7976190476190476,0.08039020483873398,0.8215488215488215,0.06780980942854735,0.22748538011695907,0.07000564253445976,16.333333333333332
join,oasis_projected,6,2.435980515742642,0.7584173197581559,64.53738726562142,41.244557285090735,0.8511904761904762,0.061514336584589616,0.8367003367003368,0.0912824357691984,0.1502923976608187,0.043083185467317583,16.333333333333332
join,oasis_soft_projection,6,2.4875670090263555,0.7794161108741887,63.79508022314988,42.09677487825912,0.8511904761904762,0.061514336584589616,0.8367003367003368,0.0912824357691984,0.1502923976608187,0.043083185467317583,16.333333333333332
join,hybrid,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.8511904761904762,0.061514336584589616,0.8367003367003368,0.0912824357691984,0.1502923976608187,0.043083185467317583,16.333333333333332
join,aggressive_hybrid,6,2.434862848572711,0.7653351787146981,64.50213424352795,41.323834388576685,0.8511904761904762,0.061514336584589616,0.8367003367003368,0.0912824357691984,0.1502923976608187,0.043083185467317583,16.333333333333332
join,fresh,6,1.236970442690968,0.11510986953415504,84.11062236011553,16.967192447795625,1.0,0.0,1.0,0.0,0.0,0.0,16.333333333333332
join_dim_filter,stale,6,14.891628877138155,9.557044084565282,0.0,0.0,0.6666666666666666,0.12093738189714566,0.0,0.0,0.0,0.0,9.333333333333334
join_dim_filter,isomer,6,2.1265979027519832,0.5388142030953617,67.56833268466039,35.33881393345626,0.8928571428571429,0.03194382824999703,0.844949494949495,0.05614380940001766,0.08391943734015345,0.03606812574099528,9.333333333333334
join_dim_filter,oasis,6,2.9011823601248685,0.5088371568404961,57.508691901258636,44.92978849849115,0.8571428571428571,0.03194382824999703,0.9116161616161617,0.08140561902407589,0.1533461210571185,0.049718049543733364,9.333333333333334
join_dim_filter,oasis_projected,6,2.126278685486788,0.5318543200808833,67.64956426099529,35.180529320041316,0.9166666666666666,0.06649638116080449,0.8424242424242424,0.12631675607382328,0.043478260869565216,0.06735623210795508,9.333333333333334
join_dim_filter,oasis_soft_projection,6,2.1678228205479275,0.5491569170203041,67.00548113548841,35.88724497755245,0.9047619047619048,0.07377111135633177,0.8424242424242424,0.12631675607382328,0.06308610400682012,0.058425578543499126,9.333333333333334
join_dim_filter,hybrid,6,2.1265979027519832,0.5388142030953617,67.56833268466039,35.33881393345626,0.8928571428571429,0.03194382824999703,0.844949494949495,0.05614380940001766,0.08391943734015345,0.03606812574099528,9.333333333333334
join_dim_filter,aggressive_hybrid,6,2.1265979027519832,0.5388142030953617,67.56833268466039,35.33881393345626,0.8928571428571429,0.03194382824999703,0.844949494949495,0.05614380940001766,0.08391943734015345,0.03606812574099528,9.333333333333334
join_dim_filter,fresh,6,1.21124592375842,0.09991511687291132,83.22647145961226,16.953587427432357,1.0,0.0,1.0,0.0,0.0,0.0,9.333333333333334
