drift_q,stale_qerr_gm,isomer_qerr_gm,oasis_qerr_gm,oasis_projected_qerr_gm,hybrid_qerr_gm,aggressive_hybrid_qerr_gm,fresh_qerr_gm,oasis_improvement_pct,isomer_improvement_pct,oasis_projected_improvement_pct,hybrid_improvement_pct,aggressive_hybrid_improvement_pct,stale_feedback_residual_mean,stale_worse_than_stale_frac,isomer_feedback_residual_mean,isomer_worse_than_stale_frac,oasis_feedback_residual_mean,oasis_worse_than_stale_frac,oasis_projected_feedback_residual_mean,oasis_projected_worse_than_stale_frac,hybrid_feedback_residual_mean,hybrid_worse_than_stale_frac,aggressive_hybrid_feedback_residual_mean,aggressive_hybrid_worse_than_stale_frac,fresh_feedback_residual_mean,fresh_worse_than_stale_frac
5,1.3276119640441095,1.0164498725194777,1.1867613577908434,1.0150933012790848,1.0129427394593085,1.0129598082905553,1.0056947656206454,10.609320348711956,23.437728790631294,23.539910096399325,23.701897324446396,23.700611645218647,0.16198545553578786,0.0,0.013093002293356089,0.0,0.0897314313253364,0.125,0.007998300024762692,0.0,0.0078127190605894,0.0,0.007805671529073085,0.0,0.0018358133980681368,0.0
10,1.1781752040140294,1.052845273463,1.3157766231289192,1.030886779247315,1.0157288701396434,1.0157287006714733,1.0030826054513484,-11.67919836082811,10.637630984256988,12.501402530362576,13.787960680290437,13.787975064243655,0.25191872750708433,0.0,0.022459767567368172,0.125,0.10978151791642328,0.875,0.011596337659802823,0.0,0.010609792834060055,0.0,0.010609761524777377,0.0,0.002097342321512818,0.0
15,1.1764749352680157,1.0597253470984371,1.3026111065241885,1.0179022452343722,1.0199954847355293,1.0199558322223776,1.0065785014611228,-10.721534940940957,9.923678326642936,13.478628849625144,13.300704149454615,13.304074600618762,0.2737461548945861,0.0,0.0239071493777726,0.125,0.13319067016170055,0.625,0.010736657683027928,0.0,0.010169842234799832,0.0,0.010161346667953913,0.0,0.001995013106924217,0.0
20,1.1693584034156874,1.022123484990889,1.4060294157950015,1.0302988856882604,1.0281085972668003,1.028055388996516,1.007203394657897,-20.239390394595855,12.59108567524947,11.891950091711415,12.079256944346362,12.083807154968596,0.25567408260860713,0.0,0.008709974909354323,0.0,0.09827902743610542,0.875,0.00669143864663848,0.0,0.006421998014059807,0.0,0.006409296741567478,0.0,0.0023697809867596997,0.0
25,1.1788766084599718,1.023709441379715,1.4096637911934347,1.0172050638523111,1.0132937232992303,1.0133005716016648,1.0087937578612467,-19.57687353173902,13.162290774685893,13.71403448397035,14.045819890942706,14.045238973280474,0.26390254982248657,0.0,0.009669246057632985,0.0,0.11546441259584908,0.75,0.006563342966095052,0.0,0.006371317888722738,0.0,0.00636509436471786,0.0,0.0022678916471544465,0.0
30,1.1800566060984612,1.0184649737164124,1.2200244966768359,1.0201389811951027,1.019536113493336,1.0195409727344111,1.0067991265259773,-3.3869468949051296,13.693549237125827,13.55169100167855,13.602779034121323,13.602367253783843,0.26787697617816403,0.0,0.008328069135884056,0.0,0.11818249081546735,0.5,0.00428240414030735,0.0,0.004206607693805847,0.0,0.004204694391167022,0.0,0.0019291117955037218,0.0
all,1.2005044045151367,1.0320759757700513,1.3040867239257614,1.0219014493920249,1.018254449387853,1.0182438557736142,1.0063571954099146,-8.6282331844055,14.029805147871224,14.877326101543673,15.181115074783207,15.181997505051593,0.245850657757786,0.0,0.014361201556894703,0.041666666666666664,0.11077159170848035,0.625,0.007978080186772388,0.0,0.007598712954339614,0.0,0.007592644203209455,0.0,0.0020824922093205067,0.0
