family,method,n_configs,row_qerr_gm_mean,row_qerr_gm_std,qerr_improvement_pct_mean,qerr_improvement_pct_std,fresh_plan_match_frac_mean,fresh_plan_match_frac_std,plan_recovery_frac_mean,plan_recovery_frac_std,new_plan_deviation_frac_mean,new_plan_deviation_frac_std,stale_fresh_changed_queries_mean
all,stale,12,28.45268682435453,6.575668061742923,0.0,0.0,0.5605158730158729,0.05138223755893574,0.0,0.0,0.0,0.0,36.916666666666664
all,isomer,12,2.3902233165598488,0.28627393664871625,91.01547363016634,2.886556658970308,0.9603174603174601,0.01921821154670592,0.9193658602576286,0.038902908997395895,0.009772498743086978,0.010207569684394352,36.916666666666664
all,oasis,12,3.8944472734922844,1.2519138480975847,84.76613082353535,7.693635015540104,0.9087301587301589,0.05059258544951864,0.8068004742547426,0.14376607646360096,0.023558492351242005,0.01861279722147787,36.916666666666664
all,oasis_projected,12,2.3768917557450426,0.26873773088785935,91.07788443276381,2.806809158625443,0.9593253968253967,0.018622372499417023,0.9173817332735016,0.03765308712980931,0.009772498743086978,0.010207569684394352,36.916666666666664
all,oasis_soft_projection,12,2.452450433850189,0.31185331456133863,90.7689089890432,3.028254250071731,0.9603174603174601,0.01921821154670592,0.9193658602576286,0.038902908997395895,0.009772498743086978,0.010207569684394352,36.916666666666664
all,hybrid,12,2.390949564655934,0.28895214730546653,91.0114107650826,2.895521726065949,0.9603174603174601,0.01921821154670592,0.9193658602576286,0.038902908997395895,0.009772498743086978,0.010207569684394352,36.916666666666664
all,aggressive_hybrid,12,2.3815199331327515,0.2833205733047912,91.04833408482557,2.8691220594530273,0.9603174603174601,0.01921821154670592,0.9193658602576286,0.038902908997395895,0.009772498743086978,0.010207569684394352,36.916666666666664
all,calibrated_hybrid,12,2.3855361735943528,0.28809508073660556,91.03562675884633,2.8752810670050164,0.9613095238095237,0.020383991560430054,0.9214491935909619,0.041288809035028504,0.009772498743086978,0.010207569684394352,36.916666666666664
all,fresh,12,1.4149508589686102,0.09194330349947723,94.81610530701941,1.057675492480761,1.0,0.0,1.0,0.0,0.0,0.0,36.916666666666664
scan,stale,12,29.30133658978227,6.497484474182114,0.0,0.0,0.7172619047619048,0.035578747139129334,0.0,0.0,0.0,0.0,7.916666666666667
