estimator,correlation,drift_q,n,stale_qerr_gm,isomer_qerr_gm,oasis_qerr_gm,hybrid_qerr_gm,fresh_qerr_gm,stale_marginal_qerr_gm,isomer_marginal_qerr_gm,oasis_marginal_qerr_gm,hybrid_marginal_qerr_gm,fresh_marginal_qerr_gm,oasis_improvement_pct,isomer_improvement_pct,hybrid_improvement_pct,oasis_recovery_pct,oasis_marginal_improvement_pct,hybrid_marginal_improvement_pct,marginal_joint_log_improvement_corr,hybrid_choice_stale_frac,hybrid_choice_isomer_frac,hybrid_choice_oasis_frac
independence,0.0,5,398,1.596043095193612,1.1143930692697501,1.4786456413400406,1.1143930692697501,1.0692851077720154,1.3274044986072966,1.049685416258366,1.3312086256633742,1.049685416258366,1.016203892864201,7.355531577255449,30.17775819301634,30.17775819301634,22.286791402673312,-0.28658386046369744,20.921963323185324,0.8199446929510099,0.0,1.0,0.0
independence,0.0,10,399,1.9230615621416154,1.0746063096536629,1.8505945386637297,1.0746063096536629,1.0565858244648396,1.4970454255032561,1.0298215663036565,1.481704577871462,1.0298215663036565,1.014260445883543,3.7683153209709457,44.12002554629979,44.12002554629979,8.363422116375324,1.024741625768446,31.20973159799308,0.8669551713651059,0.0,1.0,0.0
independence,0.0,20,397,1.8659430123955976,1.1243982303882591,1.910800346092959,1.1243982303882591,1.0679816122334589,1.4772675708726273,1.0580836327330672,1.5033024608446537,1.0580836327330672,1.0145286737278458,-2.404003412717905,39.741019799704574,39.741019799704574,-5.621491677197272,-1.7623679342427794,28.37562716495202,0.872115032929434,0.0,1.0,0.0
independence,0.3,1,399,1.4066180726285762,1.212439806288857,1.221286108736926,1.212439806288857,1.2132405183319301,1.1241612617157208,1.0374346472498983,1.1382591787893297,1.0374346472498983,1.0353976694055764,13.175713258490736,13.804619044660374,13.804619044660374,95.83943936292951,-1.2540831599278106,7.714784116778617,0.7721850375101752,0.0,1.0,0.0
independence,0.3,5,400,1.7707385509637834,1.1617320803348894,1.618187298147326,1.159521159874612,1.1271610951991138,1.359220568160293,1.0438743439064535,1.3428817896148542,1.0447445289336543,1.0142395500986139,8.61512009965708,34.392794481004664,34.517653142893174,23.70363527342687,1.202069695542741,23.136497974885884,0.8376151729080404,0.0,0.95,0.05
independence,0.3,10,396,1.9570343963621941,1.137755586773792,1.8095904335353352,1.1195732923377255,1.065442132225624,1.5077324081156083,1.0532396588693653,1.4632018661640707,1.0484510749779232,1.0132805485807241,7.534050658533801,41.86328104969984,42.79235488048506,16.537151426458998,2.9534777996310826,30.4617272047434,0.881065069562167,0.0,0.9494949494949495,0.050505050505050504
independence,0.3,20,400,1.9145447761891496,1.1526860710979756,1.7882887868507427,1.1375575089897283,1.06648770024479,1.4797160932592568,1.068898103529187,1.420578415805173,1.065191796644075,1.0157766356868423,6.5945696809304275,39.79320382402513,40.58339490737813,14.887675950090243,3.9965556719617545,28.013772270472582,0.893937713662339,0.0,0.95,0.05
independence,0.5,1,400,1.5320335933585074,1.3121926218219262,1.2808215293923746,1.3121926218219262,1.3279181673886935,1.1245858458329854,1.0402279659041112,1.1440688065980014,1.0402279659041112,1.0358582766545334,16.39729474961632,14.349618212656043,14.349618212656043,123.07353193544711,-1.7324565160772478,7.501239700059535,0.6111633884723094,0.0,1.0,0.0
independence,0.5,5,399,1.8211749145286593,1.1578359043842206,1.5544196645271358,1.1578359043842206,1.1466882034105956,1.376773758679597,1.0482114169128947,1.349204263374145,1.0482114169128947,1.016216145382752,14.647426113408926,36.423684779126134,36.423684779126134,39.54937074436002,2.0024710037975035,23.864657478786636,0.8412705697368419,0.0,1.0,0.0
independence,0.5,10,399,2.102516906926765,1.1469986424923493,2.1204004104926275,1.1469986424923493,1.0891821856205042,1.5557556221755051,1.0608815289111482,1.5568299414740494,1.0608815289111482,1.0156373577627493,-0.8505759695413274,45.446400991423666,45.446400991423666,-1.764817013553976,-0.06905450208446018,31.809243444824915,0.8681866733496627,0.0,1.0,0.0
