family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
all,stale,84,3.981420451663424,0.0,0.0,0.7619047619047619,0.8095238095238095,0.7619047619047619,0.8571428571428571,20,0.0,0.0
all,isomer,84,3.262224334734351,18.063807268297804,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,oasis,84,4.280756677020794,-7.518327415842471,0.5,0.8095238095238095,0.8452380952380952,0.8095238095238095,0.8928571428571429,20,0.85,0.203125
all,oasis_projected,84,3.352800862639114,15.788827044420156,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,hybrid,84,3.278282159286711,17.660488283344815,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,aggressive_hybrid,84,3.2539901835109206,18.270621678466174,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,fresh,84,1.5314262510092356,61.535681307674736,0.8095238095238095,1.0,1.0,1.0,1.0,20,1.0,0.0
scan,stale,28,4.093929107914706,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,4,0.0,0.0
scan,isomer,28,3.4302471877734266,16.211368166053415,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,oasis,28,4.496232047967072,-9.826817452080512,0.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,4,1.0,0.16666666666666666
scan,oasis_projected,28,3.5305770604715105,13.760669337289666,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,hybrid,28,3.447199395214623,15.797286559011829,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,aggressive_hybrid,28,3.423012201907137,16.38809291324804,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,fresh,28,1.5744012682141668,61.543025618826405,0.8214285714285714,1.0,1.0,1.0,1.0,4,1.0,0.0
join,stale,28,4.093929107914706,0.0,0.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,8,0.0,0.0
join,isomer,28,3.4302471877734266,16.211368166053415,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,oasis,28,4.496232047967072,-9.826817452080512,0.5,0.75,0.8571428571428571,0.75,0.8571428571428571,8,0.875,0.3
join,oasis_projected,28,3.5305770604715105,13.760669337289666,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,hybrid,28,3.447199395214623,15.797286559011829,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,aggressive_hybrid,28,3.423012201907137,16.38809291324804,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,fresh,28,1.5744012682141668,61.543025618826405,0.8214285714285714,1.0,1.0,1.0,1.0,8,1.0,0.0
join_dim_filter,stale,28,3.7655939975728367,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,8,0.0,0.0
join_dim_filter,isomer,28,2.950466141569225,21.646727090839143,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,oasis,28,3.880290089937765,-3.0458964094073058,0.5,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714,8,0.75,0.15
join_dim_filter,oasis_projected,28,3.0236525769457874,19.703170896949526,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,hybrid,28,2.9648735858393724,21.26411961166231,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,aggressive_hybrid,28,2.940572021888246,21.909477660532964,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,fresh,28,1.4489633482215338,61.52098847736951,0.7857142857142857,1.0,1.0,1.0,1.0,8,1.0,0.0
