trace,label,method,n_cases,qerror_gm,qerror_improvement_pct,selectivity_mae_mean,quantile_mae_mean,feedback_residual_mean,beats_stale_frac,hybrid_isomer_frac,hybrid_oasis_projected_frac,hybrid_oasis_frac,hybrid_stale_frac
customer_segment_churn,Customer churn,oasis_soft_projection,96,1.0840815769889027,7.467156299626858,0.03076091151296816,0.03535795108129002,0.028957825930701897,0.9270833333333334,0.8020833333333334,0.1875,0.010416666666666666,0.0
customer_segment_churn,Customer churn,hybrid,96,1.0610492325370062,9.433104595824418,0.021989199857866418,0.02442331982754072,0.02312308228705384,1.0,0.8020833333333334,0.1875,0.010416666666666666,0.0
customer_segment_churn,Customer churn,aggressive_hybrid,96,1.0632682977994679,9.243694109149953,0.022764122132993076,0.025391603777826472,0.02273276439178871,1.0,0.8020833333333334,0.1875,0.010416666666666666,0.0
customer_segment_churn,Customer churn,fresh,96,1.0,14.644021571339405,0.0,0.0,0.0322980644598729,1.0,0.8020833333333334,0.1875,0.010416666666666666,0.0
seasonal_mixed_maintenance,Seasonal mixed,stale,96,1.028748000972387,0.0,0.00893785631699572,0.010203055800535576,0.016246788631080276,0.0,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,isomer,96,1.0195521821723181,0.8938844878801131,0.005080212926362692,0.00598352997869326,0.010990737569663052,0.7604166666666666,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,oasis,96,1.0412367680057208,-1.2139772832150568,0.008565837722228674,0.01002856461185441,0.015958404328748056,0.0625,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,oasis_projected,96,1.0210161996638039,0.7515738841071856,0.0050287797817215344,0.005940639564918648,0.011157196568159942,0.71875,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,oasis_soft_projection,96,1.0193939092353148,0.9092694934260506,0.004710576916954748,0.005602615857044665,0.011434452767551144,0.7604166666666666,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,hybrid,96,1.0192183709427989,0.9263327870946662,0.0049029635872189095,0.00581747661739595,0.010821543635481504,0.7916666666666666,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,aggressive_hybrid,96,1.0197235387534538,0.8772276797041864,0.005016336270886728,0.005976202953244682,0.010577445177337998,0.75,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
seasonal_mixed_maintenance,Seasonal mixed,fresh,96,1.0,2.794464819879508,0.0,0.0,0.012991948054527388,1.0,0.6458333333333334,0.3333333333333333,0.020833333333333332,0.0
