trace,label,method,n_cases,qerror_gm,qerror_improvement_pct,selectivity_mae_mean,quantile_mae_mean,feedback_residual_mean,beats_stale_frac,hybrid_isomer_frac,hybrid_oasis_projected_frac,hybrid_oasis_frac,hybrid_stale_frac
customer_segment_churn,Customer churn,oasis_projected,96,1.076002992064766,8.156711820145574,0.025673301815170482,0.02983604258249908,0.028235872816144068,0.9895833333333334,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,oasis_soft_projection,96,1.0895153975428369,7.003347229640042,0.02951940117868594,0.03426791548591551,0.032926200634611026,0.9479166666666666,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,hybrid,96,1.0607807123367263,9.456024400247168,0.02151661472595934,0.02402375167339299,0.023144391809014134,1.0,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,aggressive_hybrid,96,1.0615437670259427,9.39089312065453,0.0215969377256747,0.024254134418281368,0.022810193079751392,1.0,0.84375,0.15625,0.0,0.0
customer_segment_churn,Customer churn,fresh,96,1.0,14.644021571339405,0.0,0.0,0.03229806445987289,1.0,0.84375,0.15625,0.0,0.0
seasonal_mixed_maintenance,Seasonal mixed,stale,96,1.028748000972387,0.0,0.008937856316995724,0.010203055800535571,0.016246788631080276,0.0,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,isomer,96,1.0195521821723181,0.8938844878801131,0.005080212926362691,0.005983529978693263,0.010990737569663053,0.7604166666666666,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,oasis,96,1.1069813910859292,-7.604718554942011,0.024573396777015814,0.027940718035507867,0.03808828725730209,0.03125,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,oasis_projected,96,1.0305811303330483,-0.1781903205574706,0.0062821032447881175,0.007570162308994782,0.012354939546531503,0.5625,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,oasis_soft_projection,96,1.0475098895602049,-1.823759421168624,0.00956727407593219,0.011053197096719286,0.016017204446151907,0.3229166666666667,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,hybrid,96,1.021394469044337,0.714804006530203,0.005174369359621493,0.006138805308943136,0.01086444077159155,0.7395833333333334,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,aggressive_hybrid,96,1.02169623059477,0.685471113523576,0.005259296051831592,0.006246248554111711,0.01066714337353773,0.7291666666666666,0.78125,0.20833333333333334,0.0,0.010416666666666666
seasonal_mixed_maintenance,Seasonal mixed,fresh,96,1.0,2.794464819879508,0.0,0.0,0.012991948054527388,1.0,0.78125,0.20833333333333334,0.0,0.010416666666666666
