config_id,drift_family,row_count,seed,family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,stale,84,33.88971751514722,0.0,0.0,0.5238095238095238,0.6071428571428571,0.5238095238095238,0.6904761904761905,40,0.0,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,isomer,84,2.0190485343229314,94.04229753930376,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,oasis,84,2.6042000987318934,92.31566301026874,0.9642857142857143,0.9404761904761905,0.9523809523809523,0.9404761904761905,0.9642857142857143,40,0.925,0.045454545454545456
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,oasis_projected,84,2.0265627452295027,94.02012500008678,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,oasis_soft_projection,84,2.0375109486056817,93.98781961609741,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,hybrid,84,2.0335429007613857,93.9995283234436,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,aggressive_hybrid,84,1.9877899214007686,94.13453381394426,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,calibrated_hybrid,84,1.993514275898691,94.11764268909094,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,40,0.95,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,all,fresh,84,1.3330339278547185,96.06655343981869,1.0,1.0,1.0,1.0,1.0,40,1.0,0.0
left_shift_rows100000_seed20260529,left_shift,100000,20260529,scan,stale,28,34.6781357820134,0.0,0.0,0.75,0.75,0.75,1.0,7,0.0,0.0
