family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
all,stale,84,4.226029677427869,0.0,0.0,0.7619047619047619,0.8095238095238095,0.7619047619047619,0.8571428571428571,20,0.0,0.0
all,isomer,84,3.5345485964815744,16.362428419271247,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,oasis,84,5.169843489792592,-22.333345584529013,0.32142857142857145,0.8333333333333334,0.8690476190476191,0.8333333333333334,0.9166666666666666,20,0.55,0.078125
all,oasis_projected,84,3.526709977251453,16.54791266402204,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,oasis_soft_projection,84,3.7121783543094016,12.159198168036006,0.6071428571428571,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,hybrid,84,3.552777886182892,15.931071067507155,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,aggressive_hybrid,84,3.5512113155040623,15.968140629209405,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,calibrated_hybrid,84,3.555593663855459,15.864441680411106,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9404761904761905,20,0.95,0.078125
all,fresh,84,1.6264570758061059,61.513354141989076,0.8214285714285714,1.0,1.0,1.0,1.0,20,1.0,0.0
scan,stale,28,4.290761645747231,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,4,0.0,0.0
scan,isomer,28,3.662024508965327,14.653275774595256,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,oasis,28,5.36751169985913,-25.094613567712752,0.32142857142857145,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,4,0.25,0.041666666666666664
scan,oasis_projected,28,3.6550431751151646,14.815981942556878,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,oasis_soft_projection,28,3.848420711162518,10.30914721220035,0.6071428571428571,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,hybrid,28,3.6814326175102967,14.200952617371968,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,aggressive_hybrid,28,3.6793199118588373,14.250191093565428,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,calibrated_hybrid,28,3.683682499226236,14.148517131514366,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,4,1.0,0.041666666666666664
scan,fresh,28,1.648086404934176,61.58988680791278,0.8214285714285714,1.0,1.0,1.0,1.0,4,1.0,0.0
join,stale,28,4.290761645747231,0.0,0.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,8,0.0,0.0
join,isomer,28,3.662024508965327,14.653275774595256,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,oasis,28,5.36751169985913,-25.094613567712752,0.32142857142857145,0.7857142857142857,0.8928571428571429,0.7857142857142857,0.8928571428571429,8,0.5,0.1
join,oasis_projected,28,3.6550431751151646,14.815981942556878,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,oasis_soft_projection,28,3.848420711162518,10.30914721220035,0.6071428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,hybrid,28,3.6814326175102967,14.200952617371968,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,aggressive_hybrid,28,3.6793199118588373,14.250191093565428,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,calibrated_hybrid,28,3.683682499226236,14.148517131514366,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.875,0.15
join,fresh,28,1.648086404934176,61.58988680791278,0.8214285714285714,1.0,1.0,1.0,1.0,8,1.0,0.0
join_dim_filter,stale,28,4.099480716945502,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,8,0.0,0.0
join_dim_filter,isomer,28,3.2927546995070704,19.67873672642905,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,oasis,28,4.796077444817189,-16.992316246110235,0.32142857142857145,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8,0.75,0.1
join_dim_filter,oasis_projected,28,3.2834031958533854,19.90685107308349,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,oasis_soft_projection,28,3.453992702371579,15.745604361687837,0.6071428571428571,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
join_dim_filter,hybrid,28,3.3087995589753656,19.287349119653086,0.6428571428571429,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,8,1.0,0.05
