q_mods,stale_qerr_gm,proj_stale_isomer_qerr_gm,oasis_no_proj_qerr_gm,proj_oasis_qerr_gm,proj_fresh_qerr_gm,fresh_qerr_gm,proj_oasis_vs_isomer_pct,proj_oasis_win_vs_isomer_frac
1,1.22375974298394,1.1368027553015694,1.2710211354898153,1.180843868992997,1.1042536650958472,1.0,-3.8741209489542836,0.433349609375
3,1.6789977271649377,1.2984236545617607,1.3699197962897478,1.2834266000442152,1.1456346582580081,1.0,1.1550201249689391,0.535400390625
5,2.003597558619442,1.3706372988946707,1.511040566257749,1.3476849241174977,1.1596272534704903,1.0,1.674576840691737,0.5501708984375
10,2.77357318200836,1.5678377414931155,1.6469646457300755,1.461086268612146,1.1685358610097651,1.0,6.808834234294283,0.5906982421875
15,3.1028323123003068,1.7347757410639406,1.8940909079397492,1.6162575227669145,1.1666924159174537,1.0,6.83190429123356,0.5655517578125
20,3.1244775046731967,1.7839608497016737,1.8274512696218967,1.5899378443999619,1.1654144453512874,1.0,10.875967672393577,0.6090087890625
25,3.379709048534785,1.7629246180951068,1.911024732800097,1.6005275727397612,1.1734093178844298,1.0,9.211797469299652,0.582763671875
30,3.091156496422969,1.7896380291483127,1.869225374939134,1.5562207929714291,1.1739815947019385,1.0,13.04270653479389,0.6025390625
all,2.414857738219646,1.5359217833838221,1.6448369908829443,1.4458778447972997,1.156985404978848,1.0,5.862534118641423,0.558685302734375
