query,method,target_col,scan_true_rows,scan_est_rows,scan_row_qerr,plan_signature,plan_changed_vs_stale_fresh,median_ms,min_ms,iqr_ms,n_runs
Q6_lineitem_revenue,stale,l_shipdate,5703949,295215.0,19.321338685364903,[Aggregate][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx],False,1921.16,1760.789,186.69499999999994,3
Q14_promo_part_join,stale,l_shipdate,8902,24198.0,2.718265558301505,[Aggregate][Nested Loop;Join Type=Inner][Index Scan;Relation Name=lineitem;Index Name=l_shipdate_idx][Index Scan;Relation Name=part;Index Name=part_pkey],True,63.384,58.83,11.479,3
Q12_shipmode_orders_join,stale,l_shipdate,5703949,295215.0,19.321338685364903,[Aggregate][Nested Loop;Join Type=Inner][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx][Memoize][Index Only Scan;Relation Name=orders;Index Name=orders_pkey],False,5870.241,5705.748,166.28700000000026,3
Q4_order_priority,stale,o_orderdate,364226,18779.0,19.395388465839503,[Aggregate][Sort][Nested Loop;Join Type=Semi][Bitmap Heap Scan;Relation Name=orders][Bitmap Index Scan;Index Name=o_orderdate_idx][Index Scan;Relation Name=lineitem;Index Name=l_orderkey_idx],False,1086.313,1063.313,32.85799999999995,3
Q3_3way_join,stale,o_orderdate,13697977,14492591.0,1.0580095878391387,[Limit][Sort][Aggregate][Hash Join;Join Type=Inner][Nested Loop;Join Type=Inner][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx][Memoize][Index Scan;Relation Name=orders;Index Name=orders_pkey][Hash][Seq Scan;Relation Name=customer],False,9975.619,9938.223,677.1730000000007,3
Q1_pricing_scan,stale,l_shipdate,57993871,57875272.0,1.0020492171509794,[Aggregate][Seq Scan;Relation Name=lineitem],False,20511.851,20438.258,109.54799999999886,3
Q6_lineitem_revenue,isomer,l_shipdate,5703949,5068293.0,1.1254181634723959,[Aggregate][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx],False,1764.045,1756.358,11.327999999999975,3
Q14_promo_part_join,isomer,l_shipdate,8902,317099.0,35.62109638283532,[Aggregate][Hash Join;Join Type=Inner][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx][Hash][Seq Scan;Relation Name=part],True,662.78,627.338,52.90000000000009,3
Q12_shipmode_orders_join,isomer,l_shipdate,5703949,5068293.0,1.1254181634723959,[Aggregate][Nested Loop;Join Type=Inner][Bitmap Heap Scan;Relation Name=lineitem][Bitmap Index Scan;Index Name=l_shipdate_idx][Memoize][Index Only Scan;Relation Name=orders;Index Name=orders_pkey],False,5900.249,5880.818,654.5469999999996,3
Q4_order_priority,isomer,o_orderdate,364226,249377.0,1.4605436748376954,[Aggregate][Sort][Nested Loop;Join Type=Semi][Bitmap Heap Scan;Relation Name=orders][Bitmap Index Scan;Index Name=o_orderdate_idx][Index Scan;Relation Name=lineitem;Index Name=l_orderkey_idx],False,1206.814,1170.144,41.82099999999991,3
