q_mods,method,method_label,n_predicates,qerror_gm,qerror_mean,improvement_vs_stale_pct,win_vs_isomer_frac,tie_vs_isomer_frac
15,proj_stale,Proj(stale)/ISOMER,8192,1.4406463558315024,1.5941094313271356,34.01644339876887,0.0,1.0
15,oasis_no_proj,OASIS-noProj,8192,1.5403026364980044,1.7396717979386813,29.45205061117805,0.448974609375,0.0
15,proj_oasis,Proj(OASIS),8192,1.3740745323934689,1.4782070242250271,37.06552318305454,0.5728759765625,0.0030517578125
15,proj_fresh,Proj(fresh),8192,1.1216804838748964,1.1473820485183825,48.62551284937827,0.83544921875,0.0013427734375
15,fresh,Fresh,8192,1.0,1.0,54.1986440085449,1.0,0.0
20,stale,Stale,8192,2.160871304528526,2.905405938863455,0.0,0.218505859375,0.0
20,proj_stale,Proj(stale)/ISOMER,8192,1.4630195416473077,1.6409142525142986,32.294924802728154,0.0,1.0
20,oasis_no_proj,OASIS-noProj,8192,1.4834749977081472,1.6551247566038387,31.348294801303684,0.490478515625,0.0
20,proj_oasis,Proj(OASIS),8192,1.3527691270845439,1.4698571494061903,37.39705255701471,0.6201171875,0.0015869140625
20,proj_fresh,Proj(fresh),8192,1.1271311488527151,1.1591023090698096,47.83904314474478,0.8450927734375,0.0015869140625
20,fresh,Fresh,8192,1.0,1.0,53.72237125347051,1.0,0.0
25,stale,Stale,8192,2.295448728085236,3.154021249201719,0.0,0.212890625,0.0
25,proj_stale,Proj(stale)/ISOMER,8192,1.4602505141954245,1.652814372251333,36.384964894707004,0.0,1.0
25,oasis_no_proj,OASIS-noProj,8192,1.5066245147842097,1.6882247750475794,34.36470628377003,0.4874267578125,0.0
25,proj_oasis,Proj(OASIS),8192,1.3472985370654402,1.459570771616009,41.305657557017255,0.6025390625,0.0018310546875
25,proj_fresh,Proj(fresh),8192,1.1274967716046795,1.1652185978904657,50.881204280036854,0.833984375,0.00146484375
25,fresh,Fresh,8192,1.0,1.0,56.43553315894986,1.0,0.0
30,stale,Stale,8192,2.1477887787039562,2.9479603493701645,0.0,0.2646484375,0.0
30,proj_stale,Proj(stale)/ISOMER,8192,1.449354792244383,1.6629210123617337,32.51874641420887,0.0,1.0
30,oasis_no_proj,OASIS-noProj,8192,1.4747909385212739,1.6402033454322202,31.334451825788502,0.4979248046875,0.0
30,proj_oasis,Proj(OASIS),8192,1.3212887274306997,1.4361585866689015,38.48144004979823,0.61181640625,0.000732421875
30,proj_fresh,Proj(fresh),8192,1.1279886858957195,1.1752717194656268,47.4813958858476,0.8182373046875,0.000732421875
30,fresh,Fresh,8192,1.0,1.0,53.440486796684375,1.0,0.0
all,stale,Stale,65536,1.834549296465504,2.3907151304098213,0.0,0.212493896484375,0.0
all,proj_stale,Proj(stale)/ISOMER,65536,1.3221370054864279,1.4433733531389192,27.93123586083538,0.0,1.0
all,oasis_no_proj,OASIS-noProj,65536,1.3797382750135991,1.5061753617809808,24.791430915928885,0.4427032470703125,0.0
all,proj_oasis,Proj(OASIS),65536,1.2648335492248064,1.3427087906683206,31.054807212775827,0.573272705078125,0.00152587890625
all,proj_fresh,Proj(fresh),65536,1.1119878009631057,1.1363679165578373,39.38632212797477,0.7767791748046875,0.0009307861328125
all,fresh,Fresh,65536,1.0,1.0,45.49069889118657,1.0,0.0
