q_group,locality_bin,method,method_label,n_predicates,qerror_gm,qerror_mean,improvement_vs_stale_pct,win_vs_isomer_frac,tie_vs_isomer_frac
all,far> 0.15,stale,Stale,8834,1.9783320792238879,2.6313333787334634,0.0,0.24292506225945212,0.0
all,far> 0.15,proj_stale,Proj(stale)/ISOMER,8834,1.4168353213868872,1.5467094209507533,28.38233094098537,0.0,1.0
all,far> 0.15,oasis_no_proj,OASIS-noProj,8834,1.6138733793002742,1.809750475754421,18.422523890255732,0.3609916232737152,0.0
all,far> 0.15,proj_oasis,Proj(OASIS),8834,1.411256394492308,1.5185563034835552,28.66433247920881,0.480642970341861,0.0
all,far> 0.15,proj_fresh,Proj(fresh),8834,1.0767331925509471,1.0805246668005082,45.57368786268904,0.8633688023545393,0.0
all,far> 0.15,fresh,Fresh,8834,1.0,1.0,49.452368967685835,1.0,0.0
all,mid<= 0.15,stale,Stale,18983,1.8621995140541991,2.402025567027695,0.0,0.2124532476426276,0.0
all,mid<= 0.15,proj_stale,Proj(stale)/ISOMER,18983,1.3406822028766316,1.4490781066755478,28.00544771071124,0.0,1.0
all,mid<= 0.15,oasis_no_proj,OASIS-noProj,18983,1.4766896970433117,1.620577679698983,20.701853593098257,0.3860822841489754,0.0
all,mid<= 0.15,proj_oasis,Proj(OASIS),18983,1.287766212136402,1.3595279046634876,30.847033176761872,0.548964863298741,0.0005794658378549228
all,mid<= 0.15,proj_fresh,Proj(fresh),18983,1.0967424935664547,1.1038325869565686,41.10499517966612,0.7956592740873413,0.0
all,mid<= 0.15,fresh,Fresh,18983,1.0,1.0,46.30006116675987,1.0,0.0
all,near<= 0.05,stale,Stale,37719,1.788894922867174,2.328668744662368,0.0,0.2053872053872054,0.0
all,near<= 0.05,proj_stale,Proj(stale)/ISOMER,37719,1.2918013805678854,1.4163004148469296,27.787744039351715,0.0,1.0
all,near<= 0.05,oasis_no_proj,OASIS-noProj,37719,1.285318813800196,1.3775006419347813,28.150122325791216,0.490336435218325,0.0
all,near<= 0.05,proj_oasis,Proj(OASIS),37719,1.2216990765115612,1.2930596968646662,31.706493159840406,0.6072006150746309,0.0023595535406559028
all,near<= 0.05,proj_fresh,Proj(fresh),37719,1.1282213529546228,1.1658209092187546,36.931938341780764,0.7469975343991092,0.0016172220896630346
all,near<= 0.05,fresh,Fresh,37719,1.0,1.0,44.09956743589851,1.0,0.0
q=1,far> 0.15,stale,Stale,388,1.113470339494055,1.1211802635761599,0.0,0.2963917525773196,0.0
q=1,far> 0.15,proj_stale,Proj(stale)/ISOMER,388,1.0727192331600686,1.0764102987923347,3.659828635624295,0.0,1.0
q=1,far> 0.15,oasis_no_proj,OASIS-noProj,388,1.2620996654284193,1.3023814615061218,-13.348296821440195,0.13659793814432988,0.0
q=1,far> 0.15,proj_oasis,Proj(OASIS),388,1.1687137260509322,1.1892373969967251,-4.961370285083562,0.23711340206185566,0.0
q=1,far> 0.15,proj_fresh,Proj(fresh),388,1.0375555728305967,1.0382524296416018,6.81785261545026,0.6675257731958762,0.0
q=1,far> 0.15,fresh,Fresh,388,1.0,1.0,10.190692600362786,1.0,0.0
q=1,mid<= 0.15,stale,Stale,2010,1.1485224823409672,1.1617925739425519,0.0,0.24676616915422886,0.0
q=1,mid<= 0.15,proj_stale,Proj(stale)/ISOMER,2010,1.0785526223460447,1.082883526677761,6.092162850160932,0.0,1.0
q=1,mid<= 0.15,oasis_no_proj,OASIS-noProj,2010,1.1982475238006227,1.2234451015564862,-4.329479154670427,0.24975124378109453,0.0
q=1,mid<= 0.15,proj_oasis,Proj(OASIS),2010,1.1113962220652944,1.1225257066617265,3.2325235984932976,0.40298507462686567,0.0
q=1,mid<= 0.15,proj_fresh,Proj(fresh),2010,1.0597191784370767,1.0623503251124575,7.731960433450793,0.5980099502487563,0.0
q=1,mid<= 0.15,fresh,Fresh,2010,1.0,1.0,12.931612974457618,1.0,0.0
q=1,near<= 0.05,stale,Stale,5794,1.172065469824741,1.2012051320828392,0.0,0.25060407317915084,0.0
q=1,near<= 0.05,proj_stale,Proj(stale)/ISOMER,5794,1.0867914622233128,1.0970795551511303,7.275532792052926,0.0,1.0
q=1,near<= 0.05,oasis_no_proj,OASIS-noProj,5794,1.155963283501983,1.1751362202697595,1.3738299384560582,0.31601656886434243,0.0
q=1,near<= 0.05,proj_oasis,Proj(OASIS),5794,1.1007060675020761,1.1139605116801343,6.0883461000975725,0.468588194684156,0.0
q=1,near<= 0.05,proj_fresh,Proj(fresh),5794,1.0730198848221635,1.0813376643925983,8.450516421867443,0.5636865723161891,0.0
q=1,near<= 0.05,fresh,Fresh,5794,1.0,1.0,14.680534002121057,1.0,0.0
q=10,far> 0.15,stale,Stale,1271,1.9697869515044306,2.5103495248031926,0.0,0.24940991345397326,0.0
q=10,far> 0.15,proj_stale,Proj(stale)/ISOMER,1271,1.3987438201882068,1.5108980808129875,28.99009615634259,0.0,1.0
q=10,far> 0.15,oasis_no_proj,OASIS-noProj,1271,1.6188402103757376,1.7983630813261857,17.81648217644332,0.3029110936270653,0.0
q=10,far> 0.15,proj_oasis,Proj(OASIS),1271,1.3853703009100489,1.4921729455267052,29.669028427060695,0.5169158143194336,0.0
q=10,far> 0.15,proj_fresh,Proj(fresh),1271,1.0800747422075567,1.0835401037623866,45.167941061715,0.8607395751376868,0.0
q=10,far> 0.15,fresh,Fresh,1271,1.0,1.0,49.2330884192198,1.0,0.0
q=10,mid<= 0.15,stale,Stale,2383,1.9390227184615954,2.4251331175742092,0.0,0.18548048678136803,0.0
q=10,mid<= 0.15,proj_stale,Proj(stale)/ISOMER,2383,1.3288394641266286,1.3969580728882691,31.468597480852683,0.0,1.0
q=10,mid<= 0.15,oasis_no_proj,OASIS-noProj,2383,1.4636445037690888,1.5591135256111222,24.516381895188296,0.3688627780109106,0.0
q=10,mid<= 0.15,proj_oasis,Proj(OASIS),2383,1.2717656391736818,1.3161754334381073,34.41202998473942,0.5770037767519933,0.0
q=10,mid<= 0.15,proj_fresh,Proj(fresh),2383,1.0974083516926785,1.1033723623492226,43.40404878993098,0.8350818296265212,0.0
q=10,mid<= 0.15,fresh,Fresh,2383,1.0,1.0,48.42762849146029,1.0,0.0
q=10,near<= 0.05,stale,Stale,4538,2.0916597118841658,2.7323820950887323,0.0,0.1619656236227413,0.0
q=10,near<= 0.05,proj_stale,Proj(stale)/ISOMER,4538,1.3339756443895046,1.4404164362247334,36.22405992665699,0.0,1.0
q=10,near<= 0.05,oasis_no_proj,OASIS-noProj,4538,1.3029753290083763,1.3900552645573412,37.706151645735105,0.5431908329660643,0.0
q=10,near<= 0.05,proj_oasis,Proj(OASIS),4538,1.2494258977472301,1.3147497262087218,40.266292330039285,0.6595416483032173,0.001983252534156016
q=10,near<= 0.05,proj_fresh,Proj(fresh),4538,1.1460937334513555,1.1790187302900519,45.20649190976888,0.7754517408550022,0.001983252534156016
q=10,near<= 0.05,fresh,Fresh,4538,1.0,1.0,52.19107609529847,1.0,0.0
q=15,far> 0.15,stale,Stale,1545,2.1485598942702775,2.79347621826723,0.0,0.19093851132686085,0.0
q=15,far> 0.15,proj_stale,Proj(stale)/ISOMER,1545,1.4371892044636563,1.5769856642541236,33.109185911162434,0.0,1.0
q=15,far> 0.15,oasis_no_proj,OASIS-noProj,1545,1.7630831421086124,2.008830065501616,17.94116855618707,0.283495145631068,0.0
q=15,far> 0.15,proj_oasis,Proj(OASIS),1545,1.4906502964046762,1.5844926854255714,30.620956838117348,0.4077669902912621,0.0
q=15,far> 0.15,proj_fresh,Proj(fresh),1545,1.0704575170613537,1.0736298293682371,50.1779066100963,0.859546925566343,0.0
q=15,far> 0.15,fresh,Fresh,1545,1.0,1.0,53.45719695006997,1.0,0.0
q=15,mid<= 0.15,stale,Stale,2514,2.1646605505273175,2.7671188482508584,0.0,0.1909307875894988,0.0
q=15,mid<= 0.15,proj_stale,Proj(stale)/ISOMER,2514,1.4363833295932602,1.565558437504676,33.64394573350759,0.0,1.0
q=15,mid<= 0.15,oasis_no_proj,OASIS-noProj,2514,1.6667400061010669,1.880747844817763,23.00224597824152,0.3929992044550517,0.0
q=15,mid<= 0.15,proj_oasis,Proj(OASIS),2514,1.4069061785085526,1.5160100265995904,35.005690468843895,0.5294351630867143,0.001988862370723946
q=15,mid<= 0.15,proj_fresh,Proj(fresh),2514,1.1062486395712545,1.1145417376971123,48.89505242280277,0.8293556085918854,0.0
q=15,mid<= 0.15,fresh,Fresh,2514,1.0,1.0,53.80338040731619,1.0,0.0
q=15,near<= 0.05,stale,Stale,4133,2.20799842969784,2.9574679968459985,0.0,0.2075973868860392,0.0
q=15,near<= 0.05,proj_stale,Proj(stale)/ISOMER,4133,1.4445424576578143,1.617877497767365,34.576834918515,0.0,1.0
q=15,near<= 0.05,oasis_no_proj,OASIS-noProj,4133,1.3958367889675831,1.5532419152290886,36.78270916349335,0.5448826518267602,0.0
q=15,near<= 0.05,proj_oasis,Proj(OASIS),4133,1.313869358864163,1.4154806524552492,40.4950048336781,0.6610210500846843,0.004839099927413501
q=15,near<= 0.05,proj_fresh,Proj(fresh),4133,1.1511111235775537,1.1949280731957712,47.866306964037065,0.8301475925477861,0.0026615049600774254
q=15,near<= 0.05,fresh,Fresh,4133,1.0,1.0,54.71011271793124,1.0,0.0
q=20,far> 0.15,stale,Stale,1576,2.1347934826017685,2.900539560275776,0.0,0.22144670050761422,0.0
q=20,far> 0.15,proj_stale,Proj(stale)/ISOMER,1576,1.4761806045201111,1.609348209423756,30.851362600141364,0.0,1.0
q=20,far> 0.15,oasis_no_proj,OASIS-noProj,1576,1.7021114823590837,1.9682764489283011,20.268096364776035,0.3623096446700508,0.0
q=20,far> 0.15,proj_oasis,Proj(OASIS),1576,1.5004614282730717,1.671875613833116,29.713977464256068,0.4803299492385787,0.0
q=20,far> 0.15,proj_fresh,Proj(fresh),1576,1.0791802799434926,1.0841880619645743,49.44802442303472,0.8864213197969543,0.0
q=20,far> 0.15,fresh,Fresh,1576,1.0,1.0,53.15706141367571,1.0,0.0
q=20,mid<= 0.15,stale,Stale,2442,2.1510684268509372,2.805087584779031,0.0,0.2035217035217035,0.0
q=20,mid<= 0.15,proj_stale,Proj(stale)/ISOMER,2442,1.4647317639133817,1.6065682196499174,31.9067796435616,0.0,1.0
q=20,mid<= 0.15,oasis_no_proj,OASIS-noProj,2442,1.595676598684263,1.7704695289379262,25.819347317544043,0.4021294021294021,0.0
q=20,mid<= 0.15,proj_oasis,Proj(OASIS),2442,1.3650981327146334,1.4663193233477674,36.53860027534909,0.5904995904995906,0.0
q=20,mid<= 0.15,proj_fresh,Proj(fresh),2442,1.1087906110000545,1.1188597800116271,48.45395910425445,0.8488943488943489,0.0
q=20,mid<= 0.15,fresh,Fresh,2442,1.0,1.0,53.51147422753293,1.0,0.0
