q_group,locality_bin,method,method_label,n_predicates,qerror_gm,qerror_mean,improvement_vs_stale_pct,win_vs_isomer_frac,tie_vs_isomer_frac
all,far> 0.15,stale,Stale,3013,3.1859094317520587,5.532682186979749,0.0,0.18420179223365415,0.0
all,far> 0.15,proj_stale,ISOMER/ISOMER,3013,1.8193471805560708,2.3226806658636883,42.893945370081056,0.0,1.0
all,far> 0.15,oasis_no_proj,OASIS-noProj,3013,1.5638569480868152,1.762788611338892,50.913326898097424,0.5828078327248589,0.0
all,far> 0.15,proj_oasis,OASIS,3013,1.4332157564091401,1.5466915712978258,55.01392029148307,0.6608031861931629,0.0
all,far> 0.15,proj_fresh,Fresh-init,3013,1.1108774860366308,1.1194201748559403,65.13154219121304,0.8778625954198473,0.0
all,far> 0.15,fresh,Fresh,3013,1.0,1.0,68.6117882061054,1.0,0.0
all,far> 0.15,stholes_no_proj,STHoles (raw),3013,1.791513252174298,2.396894164461159,43.76760260918424,0.49983405243942913,0.0
all,far> 0.15,proj_stholes,STHoles-init,3013,1.6229827112068245,1.9560445327667146,49.057474922810925,0.6591437105874544,0.002987056090275473
all,far> 0.15,quicksel_no_proj,QuickSel-H (raw),3013,1.7583960047657639,2.17466502618313,44.80709378487411,0.5542648523066711,0.0
all,far> 0.15,proj_quicksel,QuickSel-init,3013,1.5814442307305143,1.816603175995431,50.36129354559791,0.6505144374377697,0.0
all,mid<= 0.15,stale,Stale,6911,2.4936858984194625,4.123592597568771,0.0,0.21067862827376646,0.0
all,mid<= 0.15,proj_stale,ISOMER/ISOMER,6911,1.5607452610619943,1.9288502775415501,37.412115052211696,0.0,1.0
all,mid<= 0.15,oasis_no_proj,OASIS-noProj,6911,1.4726317733606005,1.6604436679240553,40.94557881993166,0.5029662856316018,0.0
all,mid<= 0.15,proj_oasis,OASIS,6911,1.3345433645450884,1.4394430555282713,46.483100963479686,0.6324699754015338,0.0
all,mid<= 0.15,proj_fresh,Fresh-init,6911,1.1325665733521595,1.1659174296950978,54.582629108581884,0.8053827231949067,0.0
all,mid<= 0.15,fresh,Fresh,6911,1.0,1.0,59.89871857422718,1.0,0.0
all,mid<= 0.15,stholes_no_proj,STHoles (raw),6911,1.5792490508745167,1.898479518812159,36.67008936949639,0.4699754015337867,0.0
all,mid<= 0.15,proj_stholes,STHoles-init,6911,1.4364590774352868,1.6377614768394404,42.396150279161574,0.6304442193604399,0.0014469686007813631
all,mid<= 0.15,quicksel_no_proj,QuickSel-H (raw),6911,1.5846011530034927,1.8817824310069267,36.455463215802844,0.47807842569816233,0.0
all,mid<= 0.15,proj_quicksel,QuickSel-init,6911,1.421813893828682,1.6029645197230271,42.983440908502146,0.5964404572420778,0.0
all,near<= 0.05,stale,Stale,10556,2.097109438328805,3.0825609636307214,0.0,0.23645320197044334,0.0
all,near<= 0.05,proj_stale,ISOMER/ISOMER,10556,1.4237941818689834,1.6404606294708304,32.10682495408486,0.0,1.0
all,near<= 0.05,oasis_no_proj,OASIS-noProj,10556,1.3888337607016659,1.5267946396186685,33.77390157528292,0.48692686623721104,0.0
all,near<= 0.05,proj_oasis,OASIS,10556,1.2948548508051592,1.3935027649790543,38.25525615692072,0.6415308829101932,0.0005683971201212581
all,near<= 0.05,proj_fresh,Fresh-init,10556,1.1757235319742518,1.2418752674620017,43.935995399878095,0.7430845017051914,0.0005683971201212581
all,near<= 0.05,fresh,Fresh,10556,1.0,1.0,52.315316419685566,1.0,0.0
all,near<= 0.05,stholes_no_proj,STHoles (raw),10556,1.4401152718191035,1.626656982813322,31.328558944127533,0.4530125047366427,0.0
