q_mods,stale_qerr_gm,isomer_qerr_gm,stholes_init_qerr_gm,quicksel_init_qerr_gm,oasis_init_qerr_gm,fresh_init_qerr_gm,oasis_vs_stholes_pct,oasis_vs_quicksel_pct,oasis_strictly_best
1,1.208601915858965,1.141668889051832,1.147270591483923,1.1645597553119535,1.148017554216283,1.1042139038149972,-0.06510780786194637,1.420468208712864,False
5,1.9684935365240188,1.393723202883861,1.3441593319024852,1.3578670965253088,1.3184779338274009,1.1634135998877473,1.9105918075006456,2.9008113385103864,True
10,2.99042990037194,1.6169986862400536,1.5544135014571079,1.5280564590776777,1.3716647309044196,1.1757174311725602,11.756766805060522,10.234682576300541,True
20,3.253075163267529,1.787822794152627,1.5654635029362938,1.484022030749714,1.390676237340434,1.1561142252613803,11.165208595921685,6.290054424739412,True
30,3.192789001435985,1.7786839691730498,1.5100418025377045,1.5399076465423,1.4294383833577715,1.1585295365762316,5.33782700879371,7.173758986948055,True
all,2.3644113906150355,1.52254425524367,1.4146956493159895,1.4074037162208692,1.3277984826452676,1.1513294986403915,6.142463696183486,5.6561761673726405,True
