q_mods,stale_qerr_gm,isomer_qerr_gm,stholes_init_qerr_gm,quicksel_init_qerr_gm,oasis_init_qerr_gm,fresh_init_qerr_gm,oasis_vs_stholes_pct,oasis_vs_quicksel_pct,oasis_strictly_best
1,1.22375974298394,1.1368027553015694,1.139904560018545,1.1533629567841255,1.180843868992997,1.1042536650958472,-3.591468129032316,-2.3826768535635474,False
3,1.6789977271649377,1.2984236545617607,1.2841097962061387,1.2581238674853799,1.2834266000442152,1.1456346582580081,0.05320387430592492,-2.0111479650575297,False
5,2.003597558619442,1.3706372988946707,1.3362137418247284,1.3308392115589114,1.3476849241174977,1.1596272534704903,-0.8584840833251969,-1.2657962293471736,False
10,2.77357318200836,1.5678377414931155,1.4902647419783623,1.4804229761674823,1.461086268612146,1.1685358610097651,1.957938918120095,1.3061610003780941,True
15,3.1028323123003068,1.7347757410639406,1.5560028158369736,1.5427232042309231,1.6162575227669145,1.1666924159174537,-3.8724034633272715,-4.766527030534269,False
20,3.1244775046731967,1.7839608497016737,1.5796941344228193,1.5255328123264984,1.5899378443999619,1.1654144453512874,-0.6484616074671588,-4.221805755540797,False
25,3.379709048534785,1.7629246180951068,1.579895115422152,1.5545502759074394,1.6005275727397612,1.1734093178844298,-1.3059384206081333,-2.957594716934027,False
30,3.091156496422969,1.7896380291483127,1.5462981359885883,1.5101588595684257,1.5562207929714291,1.1739815947019385,-0.6417039995005214,-3.050138275927281,False
all,2.414857738219646,1.5359217833838221,1.4301755871304886,1.411943186981868,1.4458778447972997,1.156985404978848,-1.0979251644419543,-2.4034010807452977,False
