trace,label,benchmark_anchor,n_cases,insert_frac,update_frac,delete_frac,net_growth_mean,median_shift_mean,stale_quantile_mae_mean,ops_per_case_mean
tpcds_sales_append,Sales append,TPC-DS store_sales.ss_sold_date_sk,96,0.964024163777018,0.0,0.03597583622298192,0.7988817896479827,0.2293951671716965,0.1765375066150712,4107.0625
promotion_price_revision,Promotion price,TPC-DS catalog_sales.cs_sales_price,96,0.3020788426550433,0.6979211573449566,0.0,0.3391142415651392,0.0067842187453018106,0.013793836892371748,5072.895833333333
inventory_restock,Inventory restock,TPC-DS inventory.inv_quantity_on_hand,96,0.193154919047422,0.7464037326549356,0.06044134829764238,0.19760311468475503,0.06166651078743718,0.08107744565386234,6296.083333333333
returns_cancellation,Returns/cancel,TPC-DS store_returns.sr_return_amt,96,0.38109691539647716,0.17040281401006074,0.44850027059346204,-0.0357583007167007,0.31260383931844377,0.2528949681386371,4599.833333333333
customer_segment_churn,Customer churn,TPC-DS customer demographic segment key,96,0.3573505097771639,0.6187519402508854,0.023897549971950607,0.4124745138052959,0.038897519158509114,0.059299801929884925,5796.041666666667
seasonal_mixed_maintenance,Seasonal mixed,TPC-DS date/store seasonal workload,96,0.5792434700948058,0.3819708162307558,0.03878571367443833,0.5083235127454028,0.010301305540382041,0.010203055800535571,4421.958333333333
