family,method,n,row_qerr_gm,qerr_improvement_pct,beats_stale_qerr_frac,fresh_plan_match_frac,fresh_root_match_frac,fresh_scan_match_frac,fresh_join_match_frac,stale_fresh_changed_queries,plan_recovery_frac,new_plan_deviation_frac
all,stale,84,28.02772746059302,0.0,0.0,0.5,0.5833333333333334,0.5,0.6785714285714286,42,0.0,0.0
all,isomer,84,1.824021625538791,93.49208162487179,0.9285714285714286,0.9404761904761905,0.9523809523809523,0.9404761904761905,0.9642857142857143,42,0.9047619047619048,0.023809523809523808
all,oasis,84,1.7313790702743248,93.82262057204372,0.9285714285714286,0.9523809523809523,0.9642857142857143,0.9523809523809523,0.9761904761904762,42,0.9761904761904762,0.07142857142857142
all,oasis_projected,84,1.5398509762449617,94.505972778528,0.9642857142857143,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9761904761904762,42,0.9761904761904762,0.023809523809523808
all,oasis_soft_projection,84,1.5246684753916977,94.56014235354834,0.9523809523809523,0.9880952380952381,0.9880952380952381,0.9880952380952381,0.9880952380952381,42,0.9761904761904762,0.0
all,hybrid,84,1.5267072111436253,94.55286835762845,0.9642857142857143,0.9880952380952381,0.9880952380952381,0.9880952380952381,0.9880952380952381,42,0.9761904761904762,0.0
all,aggressive_hybrid,84,1.525365828469554,94.55765427070669,0.9642857142857143,0.9880952380952381,0.9880952380952381,0.9880952380952381,0.9880952380952381,42,0.9761904761904762,0.0
all,calibrated_hybrid,84,1.5241597488828598,94.5619574365213,0.9642857142857143,0.9880952380952381,0.9880952380952381,0.9880952380952381,0.9880952380952381,42,0.9761904761904762,0.0
all,fresh,84,1.1624914784474132,95.85235199649391,0.9642857142857143,1.0,1.0,1.0,1.0,42,1.0,0.0
scan,stale,28,28.51723222612617,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,8,0.0,0.0
scan,isomer,28,1.796118832533165,93.70163689697894,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,8,0.875,0.0
scan,oasis,28,1.711289152723932,93.9991050353192,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,8,1.0,0.05
scan,oasis_projected,28,1.5122208850432677,94.69716810855915,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
scan,oasis_soft_projection,28,1.5000657542562952,94.73979191822829,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
scan,hybrid,28,1.4997518537211463,94.74089265806398,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
scan,aggressive_hybrid,28,1.4982575168265042,94.74613277703061,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
scan,calibrated_hybrid,28,1.4974407299330297,94.74899696415439,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
scan,fresh,28,1.1415573284682219,95.99695608810738,0.9642857142857143,1.0,1.0,1.0,1.0,8,1.0,0.0
join,stale,28,28.51723222612617,0.0,0.0,0.21428571428571427,0.4642857142857143,0.21428571428571427,0.4642857142857143,22,0.0,0.0
join,isomer,28,1.796118832533165,93.70163689697894,0.9285714285714286,0.8928571428571429,0.9285714285714286,0.8928571428571429,0.9285714285714286,22,0.9090909090909091,0.16666666666666666
join,oasis,28,1.711289152723932,93.9991050353192,0.9285714285714286,0.9285714285714286,0.9642857142857143,0.9285714285714286,0.9642857142857143,22,0.9545454545454546,0.16666666666666666
join,oasis_projected,28,1.5122208850432677,94.69716810855915,0.9642857142857143,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,22,0.9545454545454546,0.16666666666666666
join,oasis_soft_projection,28,1.5000657542562952,94.73979191822829,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,hybrid,28,1.4997518537211463,94.74089265806398,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,aggressive_hybrid,28,1.4982575168265042,94.74613277703061,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,calibrated_hybrid,28,1.4974407299330297,94.74899696415439,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,22,0.9545454545454546,0.0
join,fresh,28,1.1415573284682219,95.99695608810738,0.9642857142857143,1.0,1.0,1.0,1.0,22,1.0,0.0
join_dim_filter,stale,28,27.07378108068897,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,12,0.0,0.0
join_dim_filter,isomer,28,1.8811343592667222,93.05182252283008,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,12,0.9166666666666666,0.0
join_dim_filter,oasis,28,1.7722692193125706,93.4539279385077,0.9285714285714286,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,12,1.0,0.0625
join_dim_filter,oasis_projected,28,1.5966348874089216,94.10265273753078,0.9642857142857143,1.0,1.0,1.0,1.0,12,1.0,0.0
join_dim_filter,oasis_soft_projection,28,1.575091070403471,94.18222720458155,0.9285714285714286,1.0,1.0,1.0,1.0,12,1.0,0.0
join_dim_filter,hybrid,28,1.5820800565770223,94.15641261240204,0.9642857142857143,1.0,1.0,1.0,1.0,12,1.0,0.0
join_dim_filter,aggressive_hybrid,28,1.5810627564786988,94.16017012264892,0.9642857142857143,1.0,1.0,1.0,1.0,12,1.0,0.0
join_dim_filter,calibrated_hybrid,28,1.5790365457195978,94.1676541558287,0.9642857142857143,1.0,1.0,1.0,1.0,12,1.0,0.0
join_dim_filter,fresh,28,1.2055185046453485,95.54728428566185,0.9642857142857143,1.0,1.0,1.0,1.0,12,1.0,0.0
