q_mods,method,n,selectivity_qerr_gm,scan_regret_gm,join_regret_gm,scan_optimal_match_frac,join_optimal_match_frac,join_fresh_match_frac,risky_stale_cases,risk_resolved_frac,new_risk_loss_frac
5,stale,4096,1.9696091730198322,1.0895156494061613,1.090610739944884,0.8564453125,0.865478515625,0.865478515625,528,0.0,0.0
5,isomer,4096,1.361873803619299,1.0216805055746288,1.0247378042871405,0.93310546875,0.932373046875,0.932373046875,528,0.5833333333333334,0.008544921875
5,oasis,4096,1.4114322801374246,1.0259154740994112,1.0280880784575857,0.93017578125,0.92431640625,0.92431640625,528,0.6382575757575758,0.022705078125
5,oasis_projected,4096,1.298219172605711,1.017068199075848,1.017365108765991,0.94091796875,0.940673828125,0.940673828125,528,0.6875,0.012451171875
5,oasis_soft_projection,4096,1.3014300793433062,1.0160507918044381,1.019547812108454,0.9404296875,0.938232421875,0.938232421875,528,0.6515151515151515,0.0107421875
5,hybrid,4096,1.3471752284924565,1.0205988929139906,1.0229890484644106,0.9345703125,0.93408203125,0.93408203125,528,0.6098484848484849,0.009521484375
5,aggressive_hybrid,4096,1.3528408839127306,1.021195680705811,1.0231388042890033,0.93408203125,0.933349609375,0.933349609375,528,0.6098484848484849,0.010009765625
5,calibrated_hybrid,4096,1.301855076448221,1.015395106983225,1.019399775494626,0.94091796875,0.939453125,0.939453125,528,0.6477272727272727,0.009033203125
5,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,528,1.0,0.0
10,stale,4096,2.736674456225727,1.1711819797927572,1.1812279656830975,0.800537109375,0.7900390625,0.7900390625,832,0.0,0.0
10,isomer,4096,1.550476169778466,1.0390096464255583,1.0466926585857763,0.912353515625,0.899169921875,0.899169921875,832,0.5913461538461539,0.009765625
10,oasis,4096,1.4695885026056803,1.030816274676157,1.0315305693734398,0.92333984375,0.921142578125,0.921142578125,832,0.6935096153846154,0.009521484375
10,oasis_projected,4096,1.3425551177125232,1.0210089284702588,1.0231616256087248,0.9375,0.932373046875,0.932373046875,832,0.7572115384615384,0.01025390625
10,oasis_soft_projection,4096,1.3599437116257882,1.0232359305901213,1.0246551297697089,0.933837890625,0.9326171875,0.9326171875,832,0.7355769230769231,0.006591796875
10,hybrid,4096,1.415892984014648,1.0284655267341791,1.029512363951951,0.9248046875,0.92236328125,0.92236328125,832,0.6959134615384616,0.0078125
10,aggressive_hybrid,4096,1.4229540673399643,1.0285965474556371,1.0321289273896646,0.925048828125,0.9208984375,0.9208984375,832,0.6887019230769231,0.008544921875
10,calibrated_hybrid,4096,1.3801284472663504,1.0259509078207874,1.0285334402963002,0.929931640625,0.92724609375,0.92724609375,832,0.7115384615384616,0.007080078125
10,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,832,1.0,0.0
15,stale,4096,3.1177495682328065,1.2129232918804023,1.1979427335922925,0.770263671875,0.780517578125,0.780517578125,863,0.0,0.0
15,isomer,4096,1.7480754882119744,1.0661334229367345,1.0704657137362985,0.8818359375,0.87353515625,0.87353515625,863,0.5179606025492468,0.015625
15,oasis,4096,1.6305622158620792,1.0427817385537885,1.043417345231974,0.9033203125,0.90966796875,0.90966796875,863,0.6836616454229433,0.01513671875
15,oasis_projected,4096,1.427153650305167,1.0309675696614093,1.0307659252020647,0.919189453125,0.92529296875,0.92529296875,863,0.7601390498261877,0.015869140625
15,oasis_soft_projection,4096,1.389246014054065,1.0259254084481308,1.024329713726393,0.926025390625,0.930908203125,0.930908203125,863,0.7717265353418308,0.01171875
15,hybrid,4096,1.4554199303378987,1.0337956634843284,1.033550090292425,0.916015625,0.922607421875,0.922607421875,863,0.7311703360370799,0.012451171875
15,aggressive_hybrid,4096,1.455841604989186,1.0334485210801339,1.03483710924662,0.915771484375,0.919921875,0.919921875,863,0.7161066048667439,0.012451171875
15,calibrated_hybrid,4096,1.3994437508785387,1.0279695279302778,1.0291463041467592,0.9248046875,0.926025390625,0.926025390625,863,0.7589803012746235,0.014404296875
15,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,863,1.0,0.0
20,stale,4096,3.1026102548946306,1.1992551436642263,1.2083411644327675,0.771240234375,0.774169921875,0.774169921875,892,0.0,0.0
20,isomer,4096,1.7867833318437714,1.065376069455929,1.0745358355418326,0.881591796875,0.87451171875,0.87451171875,892,0.5112107623318386,0.010986328125
20,oasis,4096,1.6096282828939454,1.0432677662625163,1.047266805148491,0.899658203125,0.902587890625,0.902587890625,892,0.6502242152466368,0.01416015625
20,oasis_projected,4096,1.4392107311791973,1.0288326022622758,1.0329480026487066,0.916748046875,0.922607421875,0.922607421875,892,0.7365470852017937,0.011962890625
20,oasis_soft_projection,4096,1.3684460141296149,1.0234693129597905,1.0251860526718874,0.926513671875,0.932861328125,0.932861328125,892,0.7746636771300448,0.01025390625
20,hybrid,4096,1.4668863556760354,1.032165278882652,1.0355335777602526,0.912109375,0.9189453125,0.9189453125,892,0.718609865470852,0.01123046875
20,aggressive_hybrid,4096,1.462795085226385,1.0309961987465952,1.0356999433799716,0.914794921875,0.92041015625,0.92041015625,892,0.7208520179372198,0.010498046875
20,calibrated_hybrid,4096,1.3763455985992215,1.0241062508044418,1.0262243365604489,0.92431640625,0.931396484375,0.931396484375,892,0.7701793721973094,0.010498046875
20,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,892,1.0,0.0
25,stale,4096,3.4451862243304405,1.2218085157346692,1.2335170064722618,0.75634765625,0.757568359375,0.757568359375,966,0.0,0.0
25,isomer,4096,1.7866860715653559,1.0648124788786633,1.0804356988095711,0.880859375,0.87158203125,0.87158203125,966,0.5341614906832298,0.010986328125
25,oasis,4096,1.6640324404042337,1.0442862439363607,1.0536031639293924,0.894287109375,0.89501953125,0.89501953125,966,0.6418219461697723,0.013671875
25,oasis_projected,4096,1.4798285195249696,1.0347104346257658,1.0370346195925417,0.91357421875,0.9169921875,0.9169921875,966,0.7432712215320911,0.014404296875
25,oasis_soft_projection,4096,1.4139911254467485,1.0277310294560238,1.0316444546557089,0.919189453125,0.922119140625,0.922119140625,966,0.7546583850931677,0.01220703125
25,hybrid,4096,1.5068486247398596,1.0328217707642429,1.0431039664577606,0.913330078125,0.91064453125,0.91064453125,966,0.7111801242236024,0.01318359375
25,aggressive_hybrid,4096,1.5176967958651,1.0351646532195669,1.0441903413694995,0.91162109375,0.908447265625,0.908447265625,966,0.7018633540372671,0.01318359375
25,calibrated_hybrid,4096,1.4216838496750697,1.0289678229962527,1.0349930606839808,0.91845703125,0.919189453125,0.919189453125,966,0.7443064182194618,0.0126953125
25,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,966,1.0,0.0
30,stale,4096,3.092433005601954,1.2080192684364266,1.2166298275169158,0.769775390625,0.769775390625,0.769775390625,922,0.0,0.0
30,isomer,4096,1.802241327059176,1.062165048582073,1.0795210902739594,0.885986328125,0.877685546875,0.877685546875,922,0.5422993492407809,0.01318359375
30,oasis,4096,1.6222815207827208,1.0432178626728932,1.050699868572076,0.90234375,0.902587890625,0.902587890625,922,0.6518438177874186,0.012451171875
30,oasis_projected,4096,1.4299738780173648,1.0300522833043795,1.0342837845396273,0.919921875,0.9287109375,0.9287109375,922,0.7635574837310195,0.012939453125
30,oasis_soft_projection,4096,1.342336082293548,1.0223528982336312,1.0273071242758383,0.929931640625,0.9365234375,0.9365234375,922,0.7852494577006508,0.010009765625
30,hybrid,4096,1.4373934892824283,1.0307484152856612,1.0371758204195336,0.92041015625,0.924072265625,0.924072265625,922,0.7386117136659436,0.011474609375
30,aggressive_hybrid,4096,1.4365552862348685,1.0315751788867649,1.0381352969972766,0.918701171875,0.92138671875,0.92138671875,922,0.7277657266811279,0.01123046875
30,calibrated_hybrid,4096,1.3740485835361953,1.02616092888069,1.0326972837959778,0.92529296875,0.932373046875,0.932373046875,922,0.7668112798264642,0.009765625
30,fresh,4096,1.0,1.0,1.0,1.0,1.0,1.0,922,1.0,0.0
all,stale,24576,2.867130374379852,1.1828961861214253,1.1871040500312966,0.7874348958333334,0.7895914713541666,0.7895914713541666,5003,0.0,0.0
all,isomer,24576,1.6641119485194544,1.0530582305080212,1.0625334466865222,0.8959554036458334,0.8881429036458334,0.8881429036458334,5003,0.5434739156506097,0.011515299479166666
all,oasis,24576,1.565072504280719,1.038355587483719,1.0423908567457132,0.9088541666666666,0.9092203776041666,0.9092203776041666,5003,0.6606036378173096,0.014607747395833334
all,oasis_projected,24576,1.4014226323636638,1.0270885929790472,1.02923708889905,0.9246419270833334,0.9277750651041666,0.9277750651041666,5003,0.745152908255047,0.012980143229166666
all,oasis_soft_projection,24576,1.3621013549721743,1.0231210472716639,1.0254386613001196,0.9293212890625,0.9322102864583334,0.9322102864583334,5003,0.7527483509894064,0.01025390625
all,hybrid,24576,1.4374103492512447,1.0297563385655262,1.0336250859968121,0.9202067057291666,0.922119140625,0.922119140625,5003,0.7077753347991206,0.010945638020833334
all,aggressive_hybrid,24576,1.44059011454727,1.0301529493676538,1.0346687850724967,0.9200032552083334,0.9207356770833334,0.9207356770833334,5003,0.7005796522086748,0.010986328125
all,calibrated_hybrid,24576,1.3750812769903618,1.024748667393174,1.028487004455595,0.9272867838541666,0.9292805989583334,0.9292805989583334,5003,0.7399560263841695,0.010579427083333334
all,fresh,24576,1.0,1.0,1.0,1.0,1.0,1.0,5003,1.0,0.0
