q,source,label,none_qerr,none_resid,none_qmae,hard_qerr,hard_resid,hard_qmae,router_qerr,router_resid,router_qmae,cases
1,stale,Stale prior,1.3616294405082596,0.03933550887046502,0.03904710622598316,1.132342543269446,0.005022572005594021,0.00824205598195646,1.1316669885594062,0.004966324230826033,0.008171427272185436,128
1,lininterp,LinInterp,1.3359427001337445,0.03616989827453833,0.0356200721674246,1.1330258931095014,0.004979168599364965,0.008264144763389323,1.1291557105412762,0.004625890601141476,0.007872100423156106,128
1,feedavg,FeedAvg,1.4195610145393318,0.04234741749015664,0.04161487893862921,1.1489809390216503,0.005276255570559523,0.00876714572738999,1.133540329427831,0.004782266562891027,0.008117097135752638,128
1,stholes,STHoles,1.2533784284254612,0.022776525649298218,0.02455166773218603,1.1284930803019375,0.004723142183355517,0.00796884256770121,1.1266662256337956,0.004290243741417492,0.007454343588520398,128
1,quicksel_h,QuickSel-H,1.4430454064275784,0.01950656661963451,0.025333387002017958,1.2339954482926403,0.006095164879326653,0.013314246821473037,1.16039270674037,0.004576161200388648,0.009358267142530505,128
1,lqm,LQM (learned QD),1.2776157638235872,0.01672518655435603,0.02022394172594226,1.1644765394093866,0.00487163730632971,0.009490103008844907,1.1453543169367657,0.0042410847135454805,0.008300062788791487,128
1,oasis_mlp,OASIS MLP,1.6161816261018058,0.05241929187279076,0.06054823345394659,1.2228859275500708,0.007175124745695573,0.014193798981668315,1.1372704494526928,0.004768631651703404,0.00842727258072781,128
3,stale,Stale prior,1.5628958144777911,0.0597713767619039,0.06425904208568395,1.214731176882121,0.008333643664902194,0.014452613259866067,1.2058634954577734,0.007480688035447847,0.0129702652422044,128
3,lininterp,LinInterp,1.498106050736605,0.053103254892998844,0.057008030106079695,1.2078939606967083,0.00829025172996031,0.014373288521271503,1.1965399053367578,0.007075854290975572,0.012530614885271093,128
3,feedavg,FeedAvg,1.6417595009412715,0.06321343682410403,0.06786452414434826,1.2380152209502862,0.008638561498627576,0.01533628925591503,1.2036548254168642,0.007299665880012858,0.012874935280603189,128
3,stholes,STHoles,1.3355330754990717,0.02618183012374545,0.03206747872923791,1.1949325758459854,0.0073760184472676975,0.013355188742301839,1.1851387887242373,0.0063150427469237675,0.01170345913693949,128
3,quicksel_h,QuickSel-H,1.5113036856578426,0.025954496292547674,0.0334572399100647,1.256764085491216,0.008248758955413552,0.01731294761188688,1.2050802711839712,0.006204804621087596,0.012670324995675922,128
3,lqm,LQM (learned QD),1.3890000663523714,0.02446759649793774,0.03271597784318532,1.2353907373756192,0.007486748208881516,0.015572008227620473,1.1967070008774945,0.005985684120016352,0.012052401233593153,128
3,oasis_mlp,OASIS MLP,1.6882923321018273,0.05503252733116347,0.060975708635292405,1.3000033089967622,0.010210984050865606,0.01972611899403075,1.2049764507893101,0.006787453399252901,0.013103027256937981,128
5,stale,Stale prior,1.5919080892699156,0.06611811947857762,0.07255727633676723,1.207190661006916,0.00812577600097255,0.012980426947278747,1.2026842751435949,0.007304752570348013,0.012050218948832717,128
5,lininterp,LinInterp,1.515065666437081,0.05826927018967244,0.06363991467792572,1.1958754531486655,0.008092159957374693,0.012697127278011248,1.1951997301198427,0.006882662466213056,0.011526501324158259,128
5,feedavg,FeedAvg,1.6688167477335583,0.07021711660746546,0.07685886562677512,1.2319486054915312,0.008558477540394746,0.014027077656028189,1.2083389554516155,0.007183432913748325,0.012122852116679215,128
5,stholes,STHoles,1.3190003729558852,0.026351275917383007,0.03255944768012942,1.1922110218684352,0.006969577864367905,0.012186873138450429,1.1842601240109933,0.005927850334530153,0.010820671726622134,128
5,quicksel_h,QuickSel-H,1.4767052849727687,0.025668937586944586,0.03378587309877996,1.2492005516390405,0.008109424400718851,0.016049452273972004,1.2032826626940158,0.0062734026362747525,0.012262155796480075,128
5,lqm,LQM (learned QD),1.3715719630952328,0.023977196645528744,0.03159019282458506,1.225767273320478,0.007460068747217857,0.014271982792659564,1.1924536694245704,0.006095224447630501,0.011499555091055356,128
5,oasis_mlp,OASIS MLP,1.6825775964826029,0.05197993241701285,0.06214298047026921,1.31077905888682,0.009963272756506452,0.019009830612595185,1.2157900040743104,0.006878847333519049,0.012825837661270928,128
10,stale,Stale prior,1.5385117228200489,0.06204963377771735,0.06655383221936066,1.1771329557234091,0.00646364977241531,0.011223837286469385,1.167903850129164,0.005919903744770244,0.01076178728276706,128
10,lininterp,LinInterp,1.481298530193998,0.05494206790735478,0.05815739373551999,1.173960942873398,0.006457516159240653,0.01115853167761451,1.1619886655921603,0.0055283324584836716,0.010387051905626166,128
10,feedavg,FeedAvg,1.6360422622409856,0.06682565812149004,0.07107978705569111,1.2137586848102764,0.006849361761800906,0.012587713017777948,1.1784091945782758,0.005828404729169527,0.01109185041781892,128
10,stholes,STHoles,1.2902804197994728,0.02298532280789914,0.0285094422910905,1.16927069322494,0.005690654260536271,0.010617141376801854,1.1602048642481442,0.005013301551943371,0.009825260391668155,128
10,quicksel_h,QuickSel-H,1.4796119854047676,0.02501803831594799,0.0327020228368017,1.2394835103745718,0.007315468028238423,0.014567071866865964,1.170280466781986,0.005312689660815135,0.010632226430626408,128
10,lqm,LQM (learned QD),1.3537453228729837,0.023338988900924208,0.030995523669364707,1.2059198429093998,0.00648265467145292,0.013103195885024397,1.1698819332069688,0.005173455805625183,0.010664324800941717,128
10,oasis_mlp,OASIS MLP,1.6563276843121075,0.05670852439141495,0.06353956111175403,1.2538320401888663,0.008831408071034582,0.017254244559026775,1.171429002475515,0.005645096380485166,0.011187191418681144,128
